transaction_id,date,month,year,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method
TXN-2024-06-000001,25-06-2024,6,2024,South,SP-023,Zansi Cherian,Home Goods,Wall Clock,B2C,CUST-873375,4,847.04,0,3388.16,0.0,3388.16,381.17,1524.68,1863.48,55.0,36000.0,False,UPI
TXN-2024-06-000002,12-06-2024,6,2024,South,SP-027,Ridhi Raghavan,Electronics,Smart TV 43 inch,B2C,CUST-629698,5,33588.61,0,167943.05,0.0,167943.05,21832.6,109163.0,58780.05,35.0,36000.0,False,Credit Card
TXN-2024-06-000003,20-06-2024,6,2024,West,SP-047,Darika Som,Clothing,Casual Sneakers,B2B,CUST-800850,33,2910.31,0,96040.23,0.0,96040.23,1338.74,44178.42,51861.81,54.0,56000.0,False,Bank Transfer
TXN-2024-06-000004,25-06-2024,6,2024,East,SP-035,Hardik Seth,Electronics,Wireless Earbuds,B2B,CUST-910208,30,3493.93,0,104817.9,0.0,104817.9,2026.48,60794.4,44023.5,42.0,38181.82,False,UPI
TXN-2024-06-000005,11-06-2024,6,2024,West,SP-045,Onkar Sundaram,Electronics,Bluetooth Speaker,B2C,CUST-115763,2,2755.25,5,5510.5,275.52,5234.98,1515.39,3030.78,2204.2,42.11,56000.0,False,UPI
TXN-2024-06-000006,13-06-2024,6,2024,East,SP-036,Janani Hari,Clothing,Casual Sneakers,B2B,CUST-457190,10,2676.66,5,26766.6,1338.33,25428.27,1231.26,12312.6,13115.67,51.58,38181.82,False,Bank Transfer
TXN-2024-06-000007,11-06-2024,6,2024,South,SP-023,Zansi Cherian,Sports,Cycling Helmet,B2C,CUST-559839,1,1763.22,5,1763.22,88.16,1675.06,881.61,881.61,793.45,47.37,36000.0,False,Cash
TXN-2024-06-000008,11-06-2024,6,2024,North,SP-009,Manan Shere,Home Goods,Mixer Grinder,B2B,CUST-746108,17,4335.35,0,73700.95,0.0,73700.95,2514.5,42746.5,30954.45,42.0,33333.33,False,UPI
TXN-2024-06-000009,13-06-2024,6,2024,North,SP-015,Vidhi Thaman,Electronics,Smart TV 43 inch,B2B,CUST-810479,13,32169.44,10,418202.72,41820.27,376382.45,20910.14,271831.82,104550.63,27.78,33333.33,False,Bank Transfer
TXN-2024-06-000010,17-06-2024,6,2024,South,SP-024,Jyoti Mangal,Home Goods,Curtain Pair,B2B,CUST-311081,17,1180.0,5,20060.0,1003.0,19057.0,566.4,9628.8,9428.2,49.47,36000.0,False,Bank Transfer
TXN-2024-06-000011,05-06-2024,6,2024,East,SP-037,Tanveer Varma,Clothing,Saree Silk,B2C,CUST-894161,1,3517.29,0,3517.29,0.0,3517.29,1512.43,1512.43,2004.86,57.0,38181.82,False,Credit Card
TXN-2024-06-000012,19-06-2024,6,2024,East,SP-043,Qasim Pradhan,Clothing,Formal Trousers,B2B,CUST-978361,32,1617.63,10,51764.16,5176.42,46587.74,711.76,22776.32,23811.42,51.11,38181.82,False,Credit Card
TXN-2024-06-000013,17-06-2024,6,2024,North,SP-013,Garima Bhasin,Beauty,Lipstick Collection,B2C,CUST-307017,3,1726.63,15,5179.89,776.98,4402.91,690.65,2071.95,2330.96,52.94,33333.33,False,Cash
TXN-2024-06-000014,11-06-2024,6,2024,South,SP-032,William Bhardwaj,Clothing,Saree Silk,B2C,CUST-617795,5,3673.35,5,18366.75,918.34,17448.41,1579.54,7897.7,9550.71,54.74,36000.0,False,UPI
TXN-2024-06-000015,25-06-2024,6,2024,South,SP-033,Amrita Bhakta,Home Goods,Mixer Grinder,B2C,CUST-667893,4,4311.48,0,17245.92,0.0,17245.92,2500.66,10002.64,7243.28,42.0,36000.0,False,UPI
TXN-2024-06-000016,26-06-2024,6,2024,North,SP-002,Samar Bains,Electronics,Smart TV 43 inch,B2C,CUST-187749,3,31247.67,15,93743.01,14061.45,79681.56,20310.99,60932.97,18748.59,23.53,33333.33,False,Bank Transfer
TXN-2024-06-000017,12-06-2024,6,2024,North,SP-006,Nisha Handa,Electronics,,B2C,CUST-773721,5,31107.7,10,155538.5,15553.85,139984.65,20220.01,101100.05,38884.6,27.78,33333.33,False,UPI
TXN-2024-06-000018,27-06-2024,6,2024,North,SP-014,Anay Merchant,Home Goods,Mixer Grinder,B2C,CUST-714740,1,4684.72,5,4684.72,234.24,4450.48,2717.14,2717.14,1733.34,38.95,33333.33,False,UPI
TXN-2024-06-000019,17-06-2024,6,2024,West,SP-047,Darika Som,Clothing,Formal Trousers,B2B,CUST-821937,24,1638.23,10,39317.52,3931.75,35385.77,720.82,17299.68,18086.09,51.11,56000.0,False,Bank Transfer
TXN-2024-06-000020,28-06-2024,6,2024,South,SP-021,Faras Pai,Sports,Swimming Goggles,B2C,CUST-823509,3,976.68,0,2930.04,0.0,2930.04,439.51,1318.53,1611.51,55.0,36000.0,False,Cash
