transaction_id,date,month,year,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method
TXN-2024-12-000001,24-12-2024,12,2024,South,SP-032,William Bhardwaj,Clothing,Saree Silk,B2C,CUST-646859,3,3451.6,10,10354.8,1035.48,9319.32,1484.19,4452.57,4866.75,52.22,36000.0,False,Cash
TXN-2024-12-000002,24-12-2024,12,2024,East,SP-042,Neel Chandra,Electronics,Tablet Air,B2C,CUST-600974,4,25709.01,20,102836.04,20567.21,82268.83,16196.68,64786.72,17482.11,21.25,38181.82,False,UPI
TXN-2024-12-000003,31-12-2024,12,2024,West,SP-046,Yamini Buch,Sports,Gym Dumbbells 5kg,B2B,CUST-838614,47,1570.7,15,73822.9,11073.44,62749.46,816.76,38387.72,24361.74,38.82,56000.0,False,Bank Transfer
TXN-2024-12-000004,18-12-2024,12,2024,North,SP-014,Anay Merchant,Home Goods,Curtain Pair,B2C,CUST-305578,5,1201.62,10,6008.1,600.81,5407.29,576.78,2883.9,2523.39,46.67,33333.33,False,UPI
TXN-2024-12-000005,04-12-2024,12,2024,North,SP-001,Ekta Halder,Sports,Yoga Mat,B2C,CUST-732656,4,Rs.1249.45,15,4997.8,749.67,4248.13,599.74,2398.96,1849.17,43.53,33333.33,False,Credit Card
TXN-2024-12-000006,19-12-2024,12,2024,West,SP-049,Amol Atwal,Electronics,Laptop Pro X1,B2B,CUST-789209,30,63189.61,15,1895688.3,284353.24,1611335.06,39177.56,1175326.8,436008.26,27.06,56000.0,False,Bank Transfer
TXN-2024-12-000007,05-12-2024,12,2024,North,SP-007,Pallavi Chakrabarti,Home Goods,Mixer Grinder,B2C,CUST-212231,3,4714.75,10,14144.25,1414.42,12729.83,2734.55,8203.65,4526.18,35.56,33333.33,False,UPI
TXN-2024-12-000008,27-12-2024,12,2024,North,SP-004,Divya Rajagopal,Electronics,Smart TV 43 inch,B2B,CUST-982123,8,31513.76,10,252110.08,25211.01,226899.07,20483.94,163871.52,63027.55,27.78,33333.33,False,Bank Transfer
TXN-2024-12-000009,11-12-2024,12,2024,West,SP-048,Idika Dhawan,Sports,Fitness Band,B2C,CUST-858274,5,2418.52,5,12092.6,604.63,11487.97,1330.19,6650.95,4837.02,42.11,56000.0,False,UPI
TXN-2024-12-000010,24-12-2024,12,2024,South,SP-032,William Bhardwaj,Clothing,Sports T-Shirt,B2C,CUST-884833,1,780.45,5,780.45,39.02,741.43,296.57,296.57,444.86,60.0,36000.0,False,Credit Card
TXN-2024-12-000011,24-12-2024,12,2024,North,SP-004,Divya Rajagopal,Home Goods,Curtain Pair,B2C,CUST-283124,5,1159.65,10,5798.25,579.83,5218.42,556.63,2783.15,2435.27,46.67,33333.33,False,UPI
TXN-2024-12-000012,20-12-2024,12,2024,North,SP-016,Tristan Balakrishnan,Electronics,Gaming Console,B2C,CUST-884534,5,44548.9,15,222744.5,33411.68,189332.82,30293.25,151466.25,37866.57,20.0,33333.33,False,UPI
TXN-2024-12-000013,02-12-2024,12,2024,North,SP-012,Mekhala Doshi,Clothing,Winter Jacket,B2B,CUST-496239,49,4275.6,5,209504.4,10475.22,199029.18,2052.29,100562.21,98466.97,49.47,33333.33,False,Bank Transfer
TXN-2024-12-000014,31-12-2024,12,2024,North,SP-011,Harish Dhingra,Clothing,Ethnic Kurta,B2C,CUST-268670,3,1795.16,10,5385.48,538.55,4846.93,718.06,2154.18,2692.75,55.56,33333.33,False,Credit Card
