transaction_id,date,month,year,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method
TXN-2024-11-000001,04-11-2024,11,2024,North,SP-007,Pallavi Chakrabarti,Electronics,Bluetooth Speaker,B2C,CUST-214346,3,Rs.2688.33,20,8064.99,1613.0,-6451.99,1478.58,4435.74,-2016.25,-31.25,33333.33,True,UPI
TXN-2024-11-000002,13-11-2024,11,2024,South,SP-029,Samarth Mani,Clothing,,B2C,CUST-573601,1,1782.82,15,1782.82,267.42,1515.4,713.13,713.13,802.27,52.94,36000.0,False,UPI
TXN-2024-11-000003,14-11-2024,11,2024,South,SP-029,Samarth Mani,Clothing,Winter Jacket,B2C,CUST-833473,3,4568.75,20,13706.25,2741.25,10965.0,2193.0,6579.0,4386.0,40.0,36000.0,False,UPI
TXN-2024-11-000004,08-11-2024,11,2024,North,SP-007,Pallavi Chakrabarti,Clothing,Formal Trousers,B2C,CUST-806314,3,1636.66,15,4909.98,736.5,4173.48,720.13,2160.39,2013.09,48.24,33333.33,False,Cash
TXN-2024-11-000005,20-11-2024,11,2024,North,SP-011,Harish Dhingra,Electronics,Wireless Earbuds,B2B,CUST-366704,16,3496.33,20,55941.28,11188.26,44753.02,2027.87,32445.92,12307.1,27.5,33333.33,False,Bank Transfer
TXN-2024-11-000006,14-11-2024,11,2024,South,SP-022,Ishaan Lanka,Clothing,Sports T-Shirt,B2B,CUST-891386,25,814.75,10,20368.75,2036.88,18331.87,309.61,7740.25,10591.62,57.78,36000.0,False,UPI
TXN-2024-11-000007,07-11-2024,11,2024,North,SP-001,Ekta Halder,Home Goods,Air Purifier,B2B,CUST-990764,16,12308.01,20,196928.16,39385.63,-157542.53,7384.81,118156.96,-39385.57,-25.0,33333.33,True,Bank Transfer
TXN-2024-11-000008,06-11-2024,11,2024,South,SP-024,Jyoti Mangal,Home Goods,Sofa 3-Seater,B2B,CUST-964269,47,Rs.28433.15,15,1336358.05,200453.71,1135904.34,17628.55,828541.85,307362.49,27.06,36000.0,False,Bank Transfer
TXN-2024-11-000009,07-11-2024,11,2024,East,SP-039,Lekha Kadakia,Clothing,Sports T-Shirt,B2B,CUST-575340,9,812.73,10,7314.57,731.46,6583.11,308.84,2779.56,3803.55,57.78,38181.82,False,Bank Transfer
TXN-2024-11-000010,29-11-2024,11,2024,North,SP-012,Mekhala Doshi,Home Goods,Dinner Set 24pc,B2B,CUST-898627,16,3085.12,15,49361.92,7404.29,41957.63,1604.26,25668.16,16289.47,38.82,33333.33,False,Cash
TXN-2024-11-000011,13-11-2024,11,2024,South,SP-032,William Bhardwaj,Clothing,Ethnic Kurta,B2C,CUST-635454,4,1881.04,5,7524.16,376.21,7147.95,752.42,3009.68,4138.27,57.89,36000.0,False,UPI
TXN-2024-11-000012,01-11-2024,11,2024,North,SP-015,Vidhi Thaman,Home Goods,Sofa 3-Seater,B2C,CUST-985361,5,27335.89,15,136679.45,20501.92,116177.53,16948.25,84741.25,31436.28,27.06,33333.33,False,Credit Card
TXN-2024-11-000013,13-11-2024,11,2024,North,SP-006,Nisha Handa,Clothing,Casual Sneakers,B2C,CUST-665273,1,2815.8,20,2815.8,563.16,2252.64,1295.27,1295.27,957.37,42.5,33333.33,False,Cash
TXN-2024-11-000014,18-11-2024,11,2024,South,SP-031,Garima Jhaveri,Clothing,,B2C,CUST-216955,5,4572.59,15,22862.95,3429.44,19433.51,2194.84,10974.2,8459.31,43.53,36000.0,False,UPI
TXN-2024-11-000015,06-11-2024,11,2024,South,SP-033,Amrita Bhakta,Electronics,Tablet Air,B2B,CUST-687573,8,26248.97,20,209991.76,41998.35,167993.41,16536.85,132294.8,35698.61,21.25,36000.0,False,Credit Card
