transaction_id,date,month,year,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method
TXN-2024-04-000001,19-04-2024,4,2024,North,SP-007,Pallavi Chakrabarti,Electronics,Bluetooth Speaker,B2C,CUST-270374,2,2848.48,0,5696.96,0.0,5696.96,1566.66,3133.32,2563.64,45.0,33333.33,False,Credit Card
TXN-2024-04-000002,10-04-2024,4,2024,West,SP-047,Darika Som,Clothing,Formal Trousers,B2B,CUST-253330,28,1627.97,5,45583.16,2279.16,43304.0,716.31,20056.68,23247.32,53.68,56000.0,False,UPI
TXN-2024-04-000003,01-04-2024,4,2024,West,SP-050,Pavani Sachar,Home Goods,Pressure Cooker 5L,B2C,CUST-953482,2,2205.64,10,4411.28,441.13,3970.15,1213.1,2426.2,1543.95,38.89,56000.0,False,UPI
TXN-2024-04-000004,08-04-2024,4,2024,South,SP-028,Aadhya Agrawal,Clothing,Denim Jeans,B2B,CUST-314308,18,2287.54,0,41175.72,0.0,41175.72,960.77,17293.86,23881.86,58.0,36000.0,False,Bank Transfer
TXN-2024-04-000005,03-04-2024,4,2024,North,SP-010,Zilmil Kota,Clothing,Denim Jeans,B2C,CUST-721263,3,2207.19,0,6621.57,0.0,6621.57,927.02,2781.06,3840.51,58.0,33333.33,False,UPI
TXN-2024-04-000006,10-04-2024,4,2024,North,SP-009,Manan Shere,Clothing,Ethnic Kurta,B2C,CUST-463412,5,1750.42,15,8752.1,1312.82,7439.28,700.17,3500.85,3938.43,52.94,33333.33,False,Credit Card
TXN-2024-04-000007,10-04-2024,4,2024,East,SP-039,Lekha Kadakia,Sports,Badminton Set,B2C,CUST-745162,3,2120.92,20,6362.76,1272.55,5090.21,1060.46,3181.38,1908.83,37.5,38181.82,False,Credit Card
TXN-2024-04-000008,01-04-2024,4,2024,North,SP-001,Ekta Halder,Clothing,Casual Sneakers,B2B,CUST-805249,13,2711.82,10,35253.66,3525.37,31728.29,1247.44,16216.72,15511.57,48.89,33333.33,False,Bank Transfer
TXN-2024-04-000009,17-04-2024,4,2024,South,SP-025,Anjali Comar,Electronics,Laptop Pro X1,B2B,CUST-722455,36,62823.15,20,2261633.4,452326.68,1809306.72,38950.35,1402212.6,407094.12,22.5,36000.0,False,Credit Card
TXN-2024-04-000010,29-04-2024,4,2024,South,SP-024,Jyoti Mangal,Home Goods,Sofa 3-Seater,B2C,CUST-923344,5,28734.6,10,143673.0,14367.3,129305.7,17815.45,89077.25,40228.45,31.11,36000.0,False,Credit Card
TXN-2024-04-000011,17-04-2024,4,2024,South,SP-027,Ridhi Raghavan,Electronics,Smart TV 43 inch,B2B,CUST-493172,13,32029.52,10,416383.76,41638.38,374745.38,20819.19,270649.47,104095.91,27.78,36000.0,False,Credit Card
TXN-2024-04-000012,09-04-2024,4,2024,North,SP-006,Nisha Handa,Sports,Swimming Goggles,B2C,CUST-844866,5,935.85,0,4679.25,0.0,4679.25,421.13,2105.65,2573.6,55.0,33333.33,False,UPI
TXN-2024-04-000013,11-04-2024,4,2024,East,SP-042,Neel Chandra,Home Goods,Air Purifier,B2B,CUST-616953,17,12567.54,0,213648.18,0.0,213648.18,7540.52,128188.84,85459.34,40.0,38181.82,False,Bank Transfer
TXN-2024-04-000014,15-04-2024,4,2024,South,SP-027,Ridhi Raghavan,Clothing,Sports T-Shirt,B2C,CUST-989644,3,782.35,5,2347.05,117.35,2229.7,297.29,891.87,1337.83,60.0,36000.0,False,UPI
TXN-2024-04-000015,29-04-2024,4,2024,North,SP-008,Hitesh Anand,Home Goods,Pressure Cooker 5L,B2C,CUST-792174,5,2217.43,0,11087.15,0.0,11087.15,1219.59,6097.95,4989.2,45.0,33333.33,False,Credit Card
TXN-2024-04-000016,17-04-2024,4,2024,South,SP-026,Adweta Nayar,Electronics,Smart Watch,B2B,CUST-665805,21,8503.42,5,178571.82,8928.59,169643.23,4931.98,103571.58,66071.65,38.95,36000.0,False,Credit Card
TXN-2024-04-000017,26-04-2024,4,2024,West,SP-050,Pavani Sachar,Home Goods,Bed Sheet Set,B2C,CUST-326562,1,1822.8,5,1822.8,91.14,1731.66,911.4,911.4,820.26,47.37,56000.0,False,UPI
TXN-2024-04-000018,29-04-2024,4,2024,South,SP-024,Jyoti Mangal,Electronics,Tablet Air,B2B,CUST-624398,46,24073.84,0,1107396.64,0.0,1107396.64,15166.52,697659.92,409736.72,37.0,36000.0,False,Bank Transfer
TXN-2024-04-000019,19-04-2024,4,2024,South,SP-024,Jyoti Mangal,Sports,Cycling Helmet,B2B,CUST-343243,26,1777.85,5,46224.1,2311.2,43912.9,888.92,23111.92,20800.98,47.37,36000.0,False,Bank Transfer
TXN-2024-04-000020,10-04-2024,4,2024,South,SP-032,William Bhardwaj,Electronics,Wireless Earbuds,B2C,CUST-424841,1,3425.67,0,3425.67,0.0,3425.67,1986.89,1986.89,1438.78,42.0,36000.0,False,UPI
TXN-2024-04-000021,02-04-2024,4,2024,East,SP-040,Bhavna Bawa,Electronics,Laptop Pro X1,B2C,CUST-606782,2,63331.45,0,126662.9,0.0,126662.9,39265.5,78531.0,48131.9,38.0,38181.82,False,Credit Card
TXN-2024-04-000022,09-04-2024,4,2024,South,SP-026,Adweta Nayar,Home Goods,Sofa 3-Seater,B2B,CUST-439510,20,27731.5,5,554630.0,27731.5,526898.5,17193.53,343870.6,183027.9,34.74,36000.0,False,Bank Transfer
TXN-2024-04-000023,15-04-2024,4,2024,South,SP-033,Amrita Bhakta,Electronics,Smartphone Y7,B2C,CUST-279708,2,18250.05,10,36500.1,3650.01,32850.09,10950.03,21900.06,10950.03,33.33,36000.0,False,UPI
