transaction_id,date,month,year,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method
TXN-2023-06-000001,16-06-2023,6,2023,North,SP-010,Zilmil Kota,Electronics,Smartphone Y7,B2C,CUST-428070,2,18508.22,10,37016.44,3701.64,33314.8,11104.93,22209.86,11104.94,33.33,30555.56,False,UPI
TXN-2023-06-000002,28-06-2023,6,2023,East,SP-042,Neel Chandra,Home Goods,Mixer Grinder,B2C,CUST-276295,3,4639.05,0,13917.15,0.0,-13917.15,2690.65,8071.95,-5845.2,-42.0,35000.0,True,Credit Card
TXN-2023-06-000003,23-06-2023,6,2023,South,SP-025,Anjali Comar,Home Goods,Pressure Cooker 5L,B2C,CUST-313301,2,2296.84,0,4593.68,0.0,4593.68,1263.26,2526.52,2067.16,45.0,33000.0,False,Credit Card
TXN-2023-06-000004,22-06-2023,6,2023,North,SP-017,Zehaan Palla,Electronics,Gaming Console,B2B,CUST-544670,10,47036.0,5,470360.0,23518.0,446842.0,31984.48,319844.8,126997.2,28.42,30555.56,False,Bank Transfer
TXN-2023-06-000005,27-06-2023,6,2023,South,SP-019,Nicholas Kulkarni,Home Goods,Dinner Set 24pc,B2C,CUST-828025,4,3223.69,0,12894.76,0.0,12894.76,1676.32,6705.28,6189.48,48.0,33000.0,False,UPI
TXN-2023-06-000006,05-06-2023,6,2023,South,SP-022,Ishaan Lanka,Clothing,Saree Silk,B2C,CUST-999468,1,3357.73,0,3357.73,0.0,3357.73,1443.82,1443.82,1913.91,57.0,33000.0,False,Credit Card
TXN-2023-06-000007,05-06-2023,6,2023,East,SP-037,Tanveer Varma,Electronics,Wireless Earbuds,B2C,CUST-194056,4,3488.3,10,13953.2,1395.32,12557.88,2023.21,8092.84,4465.04,35.56,35000.0,False,UPI
TXN-2023-06-000008,14-06-2023,6,2023,South,SP-027,Ridhi Raghavan,Automotive,Car Perfume Set,B2C,CUST-790756,3,642.44,0,1927.32,0.0,1927.32,256.98,770.94,1156.38,60.0,33000.0,False,UPI
TXN-2023-06-000009,13-06-2023,6,2023,West,SP-048,Idika Dhawan,Home Goods,Air Purifier,B2C,CUST-499875,2,12027.76,0,24055.52,0.0,24055.52,7216.66,14433.32,9622.2,40.0,51333.33,False,Cash
TXN-2023-06-000010,12-06-2023,6,2023,South,SP-022,Ishaan Lanka,Home Goods,Curtain Pair,B2C,CUST-111899,2,1214.48,10,2428.96,242.9,2186.06,582.95,1165.9,1020.16,46.67,33000.0,False,Credit Card
TXN-2023-06-000011,08-06-2023,6,2023,East,SP-039,Lekha Kadakia,Sports,Cycling Helmet,B2B,CUST-989517,47,1800.62,15,84629.14,12694.37,71934.77,900.31,42314.57,29620.2,41.18,35000.0,False,Bank Transfer
TXN-2023-06-000012,15-06-2023,6,2023,East,SP-040,Bhavna Bawa,Sports,Badminton Set,B2B,CUST-735664,41,2108.71,10,86457.11,8645.71,77811.4,1054.36,43228.76,34582.64,44.44,35000.0,False,Bank Transfer
TXN-2023-06-000013,28-06-2023,6,2023,North,SP-018,Deepa Rao,Electronics,Gaming Console,B2C,CUST-341372,5,44698.41,0,223492.05,0.0,223492.05,30394.92,151974.6,71517.45,32.0,30555.56,False,Credit Card
TXN-2023-06-000014,13-06-2023,6,2023,East,SP-035,Hardik Seth,Electronics,Tablet Air,B2B,CUST-714420,31,23973.91,0,743191.21,0.0,743191.21,15103.56,468210.36,274980.85,37.0,35000.0,False,Credit Card
