transaction_id,date,month,year,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method
TXN-2023-02-000001,14-02-2023,2,2023,South,SP-032,William Bhardwaj,Beauty,Makeup Brush Set,B2C,CUST-339146,2,1525.51,15,3051.02,457.65,2593.37,610.2,1220.4,1372.97,52.94,33000.0,False,Credit Card
TXN-2023-02-000002,06-02-2023,2,2023,West,SP-047,Darika Som,Home Goods,Pressure Cooker 5L,B2B,CUST-759177,46,2114.04,0,97245.84,0.0,97245.84,1162.72,53485.12,43760.72,45.0,51333.33,False,Bank Transfer
TXN-2023-02-000003,02-02-2023,2,2023,North,SP-006,Nisha Handa,Beauty,Electric Shaver,B2C,CUST-955393,1,3637.68,15,3637.68,545.65,3092.03,2109.85,2109.85,982.18,31.76,30555.56,False,Cash
TXN-2023-02-000004,28-02-2023,2,2023,North,SP-017,Zehaan Palla,Electronics,,B2B,CUST-212024,29,8668.56,5,251388.24,12569.41,238818.83,5027.76,145805.04,93013.79,38.95,30555.56,False,Bank Transfer
TXN-2023-02-000005,28-02-2023,2,2023,West,SP-050,Pavani Sachar,Electronics,Smart Watch,B2B,CUST-305403,28,8827.33,15,247165.24,37074.79,210090.45,5119.85,143355.8,66734.65,31.76,51333.33,False,Credit Card
TXN-2023-02-000006,14-02-2023,2,2023,North,SP-017,Zehaan Palla,Home Goods,Pressure Cooker 5L,B2C,CUST-274902,3,2288.85,0,6866.55,0.0,-6866.55,1258.87,3776.61,-3089.94,-45.0,30555.56,True,Cash
TXN-2023-02-000007,02-02-2023,2,2023,South,SP-020,Yashica Swamy,Clothing,Saree Silk,B2B,CUST-361269,12,3400.6,5,40807.2,2040.36,38766.84,1462.26,17547.12,21219.72,54.74,33000.0,False,Bank Transfer
TXN-2023-02-000008,10-02-2023,2,2023,North,SP-013,Garima Bhasin,Automotive,Tyre Inflator,B2B,CUST-316778,32,3054.96,20,97758.72,19551.74,78206.98,1680.23,53767.36,24439.62,31.25,30555.56,False,Credit Card
TXN-2023-02-000009,20-02-2023,2,2023,North,SP-013,Garima Bhasin,Clothing,Saree Silk,B2C,CUST-693955,4,3401.52,0,13606.08,0.0,13606.08,1462.65,5850.6,7755.48,57.0,30555.56,False,Cash
TXN-2023-02-000010,16-02-2023,2,2023,South,SP-023,Zansi Cherian,Sports,Badminton Set,B2C,CUST-395235,1,2225.06,5,2225.06,111.25,2113.81,1112.53,1112.53,1001.28,47.37,33000.0,False,UPI
TXN-2023-02-000011,14-02-2023,2,2023,South,SP-021,Faras Pai,Home Goods,Sofa 3-Seater,B2B,CUST-862372,27,27838.61,10,751642.47,75164.25,676478.22,17259.94,466018.38,210459.84,31.11,33000.0,False,Bank Transfer
TXN-2023-02-000012,13-02-2023,2,2023,South,SP-030,Idika Desai,Electronics,Smartphone Y7,B2C,CUST-186124,2,17759.66,10,35519.32,3551.93,31967.39,10655.8,21311.6,10655.79,33.33,33000.0,False,UPI
TXN-2023-02-000013,02-02-2023,2,2023,South,SP-024,Jyoti Mangal,Beauty,Moisturizer 100ml,B2C,CUST-894601,5,924.45,5,4622.25,231.11,4391.14,388.27,1941.35,2449.79,55.79,33000.0,False,UPI
