transaction_id,date,month,year,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method
TXN-2023-11-000001,17-11-2023,11,2023,North,SP-011,Harish Dhingra,Sports,Gym Dumbbells 5kg,B2C,CUST-606863,1,1448.67,0,1448.67,0.0,1448.67,753.31,753.31,695.36,48.0,30555.56,False,Credit Card
TXN-2023-11-000002,06-11-2023,11,2023,North,SP-010,Zilmil Kota,Beauty,Hair Dryer Pro,B2C,CUST-126728,2,2785.93,20,5571.86,1114.37,4457.49,1532.26,3064.52,1392.97,31.25,30555.56,False,UPI
TXN-2023-11-000003,01-11-2023,11,2023,East,SP-037,Tanveer Varma,Electronics,Wireless Earbuds,B2C,CUST-726918,4,3398.4,10,13593.6,1359.36,12234.24,1971.07,7884.28,4349.96,35.56,35000.0,False,Cash
TXN-2023-11-000004,10-11-2023,11,2023,North,SP-003,Vihaan Mody,Home Goods,Pressure Cooker 5L,B2C,CUST-169436,5,2227.35,15,11136.75,1670.51,9466.24,1225.04,6125.2,3341.04,35.29,30555.56,False,UPI
TXN-2023-11-000005,02-11-2023,11,2023,South,SP-021,Faras Pai,Sports,Fitness Band,B2C,CUST-529237,2,2588.19,10,5176.38,517.64,4658.74,1423.5,2847.0,1811.74,38.89,33000.0,False,Credit Card
TXN-2023-11-000006,17-11-2023,11,2023,North,SP-008,Hitesh Anand,Beauty,Moisturizer 100ml,B2C,CUST-532454,2,953.4,15,1906.8,286.02,1620.78,400.43,800.86,819.92,50.59,30555.56,False,UPI
TXN-2023-11-000007,17-11-2023,11,2023,East,SP-038,Ekiya Goyal,Clothing,Formal Shirt,B2B,CUST-436055,29,1253.32,5,36346.28,1817.31,34528.97,563.99,16355.71,18173.26,52.63,35000.0,False,Credit Card
TXN-2023-11-000008,22-11-2023,11,2023,South,SP-022,Ishaan Lanka,Clothing,Casual Sneakers,B2B,CUST-115667,42,2676.91,5,112430.22,5621.51,106808.71,1231.38,51717.96,55090.75,51.58,33000.0,False,Bank Transfer
TXN-2023-11-000009,16-11-2023,11,2023,North,SP-001,Ekta Halder,Home Goods,Bed Sheet Set,B2C,CUST-708580,5,1825.17,10,9125.85,912.58,8213.27,912.59,4562.95,3650.32,44.44,30555.56,False,Credit Card
TXN-2023-11-000010,03-11-2023,11,2023,South,SP-030,Idika Desai,Electronics,Smartphone Y7,B2B,CUST-509327,33,18187.05,20,600172.65,120034.53,480138.12,10912.23,360103.59,120034.53,25.0,33000.0,False,UPI
TXN-2023-11-000011,17-11-2023,11,2023,North,SP-006,Nisha Handa,Home Goods,Dinner Set 24pc,B2C,CUST-900696,3,3327.0,15,9981.0,1497.15,8483.85,1730.04,5190.12,3293.73,38.82,30555.56,False,Credit Card
TXN-2023-11-000012,29-11-2023,11,2023,South,SP-032,William Bhardwaj,Clothing,Sports T-Shirt,B2C,CUST-980338,4,831.94,15,3327.76,499.16,2828.6,316.14,1264.56,1564.04,55.29,33000.0,False,Credit Card
TXN-2023-11-000013,24-11-2023,11,2023,South,SP-033,Amrita Bhakta,Clothing,Casual Sneakers,B2C,CUST-352466,3,2835.98,10,8507.94,850.79,7657.15,1304.55,3913.65,3743.5,48.89,33000.0,False,UPI
TXN-2023-11-000014,24-11-2023,11,2023,North,SP-014,Anay Merchant,Electronics,Tablet Air,B2C,CUST-384300,3,26110.08,15,78330.24,11749.54,66580.7,16449.35,49348.05,17232.65,25.88,30555.56,False,Cash
TXN-2023-11-000015,02-11-2023,11,2023,West,SP-045,Onkar Sundaram,Electronics,,B2B,CUST-171560,11,18053.81,15,198591.91,29788.79,168803.12,10832.29,119155.19,49647.93,29.41,51333.33,False,Bank Transfer
TXN-2023-11-000016,03-11-2023,11,2023,West,SP-050,Pavani Sachar,Sports,Running Shoes,B2B,CUST-688784,7,3934.99,20,27544.93,5508.99,22035.94,2046.19,14323.33,7712.61,35.0,51333.33,False,Bank Transfer
TXN-2023-11-000017,27-11-2023,11,2023,West,SP-046,Yamini Buch,Sports,Yoga Mat,B2C,CUST-453990,5,1151.25,15,5756.25,863.44,4892.81,552.6,2763.0,2129.81,43.53,51333.33,False,UPI
TXN-2023-11-000018,22-11-2023,11,2023,North,SP-003,Vihaan Mody,Electronics,Smartphone Y7,B2B,CUST-519209,42,17614.61,20,739813.62,147962.72,591850.9,10568.77,443888.34,147962.56,25.0,30555.56,False,Bank Transfer
