transaction_id,date,month,year,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method
TXN-2022-02-000001,18-02-2022,2,2022,South,SP-022,Ishaan Lanka,Beauty,Perfume Set,B2C,CUST-617708,5,2218.33,5,11091.65,554.58,10537.07,931.7,4658.5,5878.57,55.79,30000.0,False,UPI
TXN-2022-02-000002,01-02-2022,2,2022,North,SP-010,Zilmil Kota,Electronics,Smartphone Y7,B2C,CUST-476215,2,Rs.18017.5,5,36035.0,1801.75,34233.25,10810.5,21621.0,12612.25,36.84,27777.78,False,Bank Transfer
TXN-2022-02-000003,08-02-2022,2,2022,South,SP-033,Amrita Bhakta,Clothing,Winter Jacket,B2B,CUST-968167,27,4335.08,10,117047.16,11704.72,105342.44,2080.84,56182.68,49159.76,46.67,30000.0,False,Bank Transfer
TXN-2022-02-000004,04-02-2022,2,2022,East,SP-042,Neel Chandra,Electronics,Laptop Pro X1,B2B,CUST-747561,9,65466.89,0,589202.01,0.0,589202.01,40589.47,365305.23,223896.78,38.0,31818.18,False,UPI
TXN-2022-02-000005,11-02-2022,2,2022,North,SP-008,Hitesh Anand,Clothing,Denim Jeans,B2C,CUST-456855,5,2115.71,0,10578.55,0.0,10578.55,888.6,4443.0,6135.55,58.0,27777.78,False,UPI
TXN-2022-02-000006,07-02-2022,2,2022,North,SP-012,Mekhala Doshi,Home Goods,Pressure Cooker 5L,B2C,CUST-994863,5,2104.09,20,10520.45,2104.09,8416.36,1157.25,5786.25,2630.11,31.25,27777.78,False,UPI
TXN-2022-02-000007,21-02-2022,2,2022,South,SP-030,Idika Desai,Electronics,,B2C,CUST-937798,1,3549.25,0,3549.25,0.0,3549.25,2058.57,2058.57,1490.68,42.0,30000.0,False,UPI
TXN-2022-02-000008,28-02-2022,2,2022,East,SP-041,Zansi Buch,Clothing,Denim Jeans,B2C,CUST-920150,1,2129.53,5,2129.53,106.48,2023.05,894.4,894.4,1128.65,55.79,31818.18,False,Cash
TXN-2022-02-000009,04-02-2022,2,2022,North,SP-004,Divya Rajagopal,Sports,Cricket Bat,B2B,CUST-315363,37,3560.73,10,131747.01,13174.7,118572.31,1958.4,72460.8,46111.51,38.89,27777.78,False,Bank Transfer
TXN-2022-02-000010,23-02-2022,2,2022,West,SP-047,Darika Som,Electronics,Smart TV 43 inch,B2C,CUST-622600,3,32457.07,20,97371.21,19474.24,77896.97,21097.1,63291.3,14605.67,18.75,46666.67,False,UPI
TXN-2022-02-000011,15-02-2022,2,2022,West,SP-050,Pavani Sachar,Beauty,Hair Dryer Pro,B2C,CUST-958952,2,2735.71,20,5471.42,1094.28,4377.14,1504.64,3009.28,1367.86,31.25,46666.67,False,UPI
TXN-2022-02-000012,18-02-2022,2,2022,South,SP-021,Faras Pai,Clothing,Denim Jeans,B2B,CUST-906584,17,2154.88,0,36632.96,0.0,36632.96,905.05,15385.85,21247.11,58.0,30000.0,False,Credit Card
TXN-2022-02-000013,22-02-2022,2,2022,South,SP-031,Garima Jhaveri,Electronics,Laptop Pro X1,B2C,CUST-457900,2,67426.15,0,134852.3,0.0,134852.3,41804.21,83608.42,51243.88,38.0,30000.0,False,Credit Card
TXN-2022-02-000014,18-02-2022,2,2022,East,SP-038,Ekiya Goyal,Beauty,Perfume Set,B2B,CUST-478162,10,2090.66,15,20906.6,3135.99,17770.61,878.08,8780.8,8989.81,50.59,31818.18,False,Bank Transfer
TXN-2022-02-000015,23-02-2022,2,2022,East,SP-044,Reva Bumb,Sports,Running Shoes,B2C,CUST-542207,2,3644.76,0,7289.52,0.0,7289.52,1895.28,3790.56,3498.96,48.0,31818.18,False,UPI
