transaction_id,date,month,year,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method
TXN-2023-05-000001,22-05-2023,5,2023,East,SP-037,Tanveer Varma,Beauty,Moisturizer 100ml,B2C,CUST-964920,1,967.9,0,967.9,0.0,967.9,406.52,406.52,561.38,58.0,35000.0,False,UPI
TXN-2023-05-000002,18-05-2023,5,2023,North,SP-005,Arjun Sehgal,Electronics,Wireless Earbuds,B2B,CUST-207597,14,3442.33,0,48192.62,0.0,48192.62,1996.55,27951.7,20240.92,42.0,30555.56,False,Credit Card
TXN-2023-05-000003,26-05-2023,5,2023,West,SP-046,Yamini Buch,Electronics,Tablet Air,B2B,CUST-842390,34,25095.14,10,853234.76,85323.48,767911.28,15809.94,537537.96,230373.32,30.0,51333.33,False,Credit Card
TXN-2023-05-000004,29-05-2023,5,2023,South,SP-028,Aadhya Agrawal,Electronics,Smart Watch,B2B,CUST-857168,22,8537.98,5,187835.56,9391.78,-178443.78,4952.03,108944.66,-69499.12,-38.95,33000.0,True,Bank Transfer
TXN-2023-05-000005,16-05-2023,5,2023,South,SP-019,Nicholas Kulkarni,Beauty,Moisturizer 100ml,B2B,CUST-490986,20,922.77,0,18455.4,0.0,18455.4,387.56,7751.2,10704.2,58.0,33000.0,False,Cash
TXN-2023-05-000006,24-05-2023,5,2023,NORTH,SP-015,Vidhi Thaman,Electronics,Tablet Air,B2B,CUST-705341,5,24320.92,0,121604.6,0.0,121604.6,15322.18,76610.9,44993.7,37.0,30555.56,False,Bank Transfer
TXN-2023-05-000007,04-05-2023,5,2023,West,SP-047,Darika Som,Beauty,Lipstick Collection,B2C,CUST-290481,5,1713.4,0,8567.0,0.0,8567.0,685.36,3426.8,5140.2,60.0,51333.33,False,Credit Card
TXN-2023-05-000008,11-05-2023,5,2023,South,SP-025,Anjali Comar,Automotive,Dashboard Camera,B2C,CUST-664101,1,8586.84,15,8586.84,1288.03,7298.81,5323.84,5323.84,1974.97,27.06,33000.0,False,UPI
TXN-2023-05-000009,05-05-2023,5,2023,South,SP-029,Samarth Mani,Electronics,Tablet Air,B2C,CUST-896269,4,24024.84,5,96099.36,4804.97,91294.39,15135.65,60542.6,30751.79,33.68,33000.0,False,UPI
TXN-2023-05-000010,04-05-2023,5,2023,South,SP-021,Faras Pai,Beauty,Makeup Brush Set,B2B,CUST-823486,10,1445.84,10,14458.4,1445.84,13012.56,578.34,5783.4,7229.16,55.56,33000.0,False,Credit Card
TXN-2023-05-000011,16-05-2023,5,2023,East,SP-044,Reva Bumb,Beauty,Moisturizer 100ml,B2B,CUST-991190,49,903.24,5,44258.76,2212.94,42045.82,379.36,18588.64,23457.18,55.79,35000.0,False,Bank Transfer
TXN-2023-05-000012,31-05-2023,5,2023,South,SP-029,Samarth Mani,Home Goods,Wall Clock,B2B,CUST-374024,12,876.08,10,10512.96,1051.3,9461.66,394.24,4730.88,4730.78,50.0,33000.0,False,UPI
TXN-2023-05-000013,11-05-2023,5,2023,East,SP-035,Hardik Seth,Sports,Fitness Band,B2C,CUST-431144,4,2608.03,0,10432.12,0.0,10432.12,1434.42,5737.68,4694.44,45.0,35000.0,False,Credit Card
TXN-2023-05-000014,05-05-2023,5,2023,North,SP-008,Hitesh Anand,Home Goods,Mixer Grinder,B2C,CUST-306162,2,4669.43,0,9338.86,0.0,9338.86,2708.27,5416.54,3922.32,42.0,30555.56,False,Credit Card
TXN-2023-05-000015,04-05-2023,5,2023,West,SP-045,Onkar Sundaram,Home Goods,Dinner Set 24pc,B2C,CUST-579259,2,3341.69,10,6683.38,668.34,6015.04,1737.68,3475.36,2539.68,42.22,51333.33,False,UPI
TXN-2023-05-000016,05-05-2023,5,2023,North,SP-012,Mekhala Doshi,Electronics,Wireless Earbuds,B2C,CUST-786399,2,3344.75,15,6689.5,1003.42,5686.08,1939.95,3879.9,1806.18,31.76,30555.56,False,UPI
TXN-2023-05-000017,05-05-2023,5,2023,North,SP-010,Zilmil Kota,Sports,Swimming Goggles,B2C,CUST-160929,5,927.52,0,4637.6,0.0,4637.6,417.38,2086.9,2550.7,55.0,30555.56,False,UPI
TXN-2023-05-000018,25-05-2023,5,2023,South,SP-028,Aadhya Agrawal,Automotive,Car Perfume Set,B2B,CUST-817883,13,673.09,5,8750.17,437.51,-8312.66,269.24,3500.12,-4812.54,-57.89,33000.0,True,Bank Transfer
TXN-2023-05-000019,23-05-2023,5,2023,South,SP-031,Garima Jhaveri,Electronics,Wireless Earbuds,B2B,CUST-400758,46,3422.87,0,157452.02,0.0,157452.02,1985.26,91321.96,66130.06,42.0,33000.0,False,Bank Transfer
TXN-2023-05-000020,18-05-2023,5,2023,South,SP-021,Faras Pai,Electronics,Bluetooth Speaker,B2C,CUST-980311,5,2907.51,0,14537.55,0.0,14537.55,1599.13,7995.65,6541.9,45.0,33000.0,False,UPI
TXN-2023-05-000021,22-05-2023,5,2023,North,SP-011,Harish Dhingra,Electronics,Tablet Air,B2B,CUST-222930,28,25581.11,10,716271.08,71627.11,644643.97,16116.1,451250.8,193393.17,30.0,30555.56,False,Bank Transfer
TXN-2023-05-000022,26-05-2023,5,2023,North,SP-008,Hitesh Anand,Clothing,Sports T-Shirt,B2B,CUST-819454,29,762.82,15,22121.78,3318.27,18803.51,289.87,8406.23,10397.28,55.29,30555.56,False,Bank Transfer
TXN-2023-05-000023,17-05-2023,5,2023,East,SP-035,Hardik Seth,Clothing,Denim Jeans,B2C,CUST-325191,3,2219.2,10,6657.6,665.76,5991.84,932.06,2796.18,3195.66,53.33,35000.0,False,Cash
TXN-2023-05-000024,01-05-2023,5,2023,East,SP-034,Faraj Kara,Clothing,Casual Sneakers,B2C,CUST-319354,3,2766.17,0,8298.51,0.0,8298.51,1272.44,3817.32,4481.19,54.0,35000.0,False,UPI
TXN-2023-05-000025,23-05-2023,5,2023,North,SP-006,Nisha Handa,Clothing,Casual Sneakers,B2C,CUST-723956,1,2857.92,15,2857.92,428.69,2429.23,1314.64,1314.64,1114.59,45.88,30555.56,False,Credit Card
TXN-2023-05-000026,29-05-2023,5,2023,North,SP-002,Samar Bains,Beauty,Moisturizer 100ml,B2B,CUST-978465,33,964.71,5,31835.43,1591.77,30243.66,405.18,13370.94,16872.72,55.79,30555.56,False,Bank Transfer
TXN-2023-05-000027,10-05-2023,5,2023,South,SP-030,Idika Desai,Beauty,Moisturizer 100ml,B2C,CUST-288706,4,939.5,0,3758.0,0.0,3758.0,394.59,1578.36,2179.64,58.0,33000.0,False,Cash
TXN-2023-05-000028,05-05-2023,5,2023,West,SP-048,Idika Dhawan,Home Goods,Dinner Set 24pc,B2C,CUST-279498,5,3123.46,0,15617.3,0.0,-15617.3,1624.2,8121.0,-7496.3,-48.0,51333.33,True,Credit Card
