transaction_id,date,month,year,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method
TXN-2022-10-000001,04-10-2022,10,2022,East,SP-037,Tanveer Varma,Automotive,Jump Starter Pack,B2C,CUST-163051,5,6649.18,15,33245.9,4986.88,28259.02,3989.51,19947.55,8311.47,29.41,31818.18,False,UPI
TXN-2022-10-000002,25-10-2022,10,2022,East,SP-043,Qasim Pradhan,Electronics,Wireless Earbuds,B2C,CUST-491896,2,3496.09,20,6992.18,1398.44,5593.74,2027.73,4055.46,1538.28,27.5,31818.18,False,Cash
TXN-2022-10-000003,24-10-2022,10,2022,North,SP-008,Hitesh Anand,Home Goods,Mixer Grinder,B2C,CUST-117692,1,4633.38,0,4633.38,0.0,4633.38,2687.36,2687.36,1946.02,42.0,27777.78,False,UPI
TXN-2022-10-000004,28-10-2022,10,2022,North,SP-017,Zehaan Palla,Home Goods,Sofa 3-Seater,B2C,CUST-595102,2,26783.62,5,53567.24,2678.36,50888.88,16605.84,33211.68,17677.2,34.74,27777.78,False,UPI
TXN-2022-10-000005,05-10-2022,10,2022,South,SP-019,Nicholas Kulkarni,Clothing,Casual Sneakers,B2B,CUST-315295,47,2859.04,10,134374.88,13437.49,120937.39,1315.16,61812.52,59124.87,48.89,30000.0,False,Bank Transfer
TXN-2022-10-000006,24-10-2022,10,2022,West,SP-048,Idika Dhawan,Home Goods,Mixer Grinder,B2C,CUST-683773,5,4672.51,20,23362.55,4672.51,18690.04,2710.06,13550.3,5139.74,27.5,46666.67,False,Bank Transfer
TXN-2022-10-000007,19-10-2022,10,2022,East,SP-036,Janani Hari,Sports,Swimming Goggles,B2B,CUST-738161,19,949.19,20,18034.61,3606.92,14427.69,427.14,8115.66,6312.03,43.75,31818.18,False,UPI
TXN-2022-10-000008,17-10-2022,10,2022,West,SP-046,Yamini Buch,Clothing,Winter Jacket,B2C,CUST-855133,4,4285.07,10,17140.28,1714.03,15426.25,2056.83,8227.32,7198.93,46.67,46666.67,False,Credit Card
TXN-2022-10-000009,14-10-2022,10,2022,North,SP-008,Hitesh Anand,Automotive,,B2B,CUST-799625,39,8645.38,0,337169.82,0.0,337169.82,5360.14,209045.46,128124.36,38.0,27777.78,False,Bank Transfer
TXN-2022-10-000010,03-10-2022,10,2022,West,SP-047,Darika Som,Clothing,Formal Trousers,B2C,CUST-443508,5,1576.62,20,7883.1,1576.62,6306.48,693.71,3468.55,2837.93,45.0,46666.67,False,Credit Card
