transaction_id,date,month,year,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method
TXN-2024-08-000001,29-08-2024,8,2024,East,SP-041,Zansi Buch,Electronics,Bluetooth Speaker,B2C,CUST-695657,4,2777.39,15,11109.56,1666.43,9443.13,1527.56,6110.24,3332.89,35.29,38181.82,False,Credit Card
TXN-2024-08-000002,27-08-2024,8,2024,North,SP-016,Tristan Balakrishnan,Automotive,Parking Sensor Kit,B2B,CUST-439436,16,5709.23,10,91347.68,9134.77,82212.91,3311.35,52981.6,29231.31,35.56,33333.33,False,Credit Card
TXN-2024-08-000003,27-08-2024,8,2024,East,SP-040,Bhavna Bawa,Home Goods,Curtain Pair,B2C,CUST-880084,5,1255.83,5,6279.15,313.96,5965.19,602.8,3014.0,2951.19,49.47,38181.82,False,Credit Card
TXN-2024-08-000004,26-08-2024,8,2024,East,SP-043,Qasim Pradhan,Electronics,Smart TV 43 inch,B2B,CUST-442172,50,32015.08,5,1600754.0,80037.7,1520716.3,20809.8,1040490.0,480226.3,31.58,38181.82,False,Bank Transfer
TXN-2024-08-000005,30-08-2024,8,2024,North,SP-006,Nisha Handa,Clothing,Denim Jeans,B2C,CUST-450947,1,2110.7,0,2110.7,0.0,2110.7,886.49,886.49,1224.21,58.0,33333.33,False,Bank Transfer
TXN-2024-08-000006,19-08-2024,8,2024,East,SP-034,Faraj Kara,Clothing,Winter Jacket,B2B,CUST-930564,43,4375.05,0,188127.15,0.0,188127.15,2100.02,90300.86,97826.29,52.0,38181.82,False,Bank Transfer
TXN-2024-08-000007,21-08-2024,8,2024,North,SP-002,Samar Bains,Home Goods,Curtain Pair,B2B,CUST-472746,31,1181.71,10,36633.01,3663.3,32969.71,567.22,17583.82,15385.89,46.67,33333.33,False,Bank Transfer
TXN-2024-08-000008,19-08-2024,8,2024,South,SP-019,Nicholas Kulkarni,Beauty,Hair Dryer Pro,B2B,CUST-413880,48,2663.76,10,127860.48,12786.05,115074.43,1465.07,70323.36,44751.07,38.89,36000.0,False,Credit Card
TXN-2024-08-000009,26-08-2024,8,2024,South,SP-028,Aadhya Agrawal,Clothing,Denim Jeans,B2C,CUST-190588,2,2304.61,0,4609.22,0.0,4609.22,967.94,1935.88,2673.34,58.0,36000.0,False,Cash
TXN-2024-08-000010,30-08-2024,8,2024,South,SP-033,Amrita Bhakta,Home Goods,Mixer Grinder,B2C,CUST-233978,4,4685.39,15,18741.56,2811.23,15930.33,2717.53,10870.12,5060.21,31.76,36000.0,False,UPI
TXN-2024-08-000011,07-08-2024,8,2024,South,SP-033,Amrita Bhakta,Beauty,Sunscreen SPF50,B2C,CUST-191162,1,Rs.627.47,15,627.47,94.12,533.35,238.44,238.44,294.91,55.29,36000.0,False,Credit Card
TXN-2024-08-000012,06-08-2024,8,2024,South,SP-027,Ridhi Raghavan,Sports,Cycling Helmet,B2B,CUST-359953,50,1876.15,0,93807.5,0.0,93807.5,938.08,46904.0,46903.5,50.0,36000.0,False,Bank Transfer
TXN-2024-08-000013,19-08-2024,8,2024,South,SP-023,Zansi Cherian,Home Goods,Mixer Grinder,B2C,CUST-806618,5,4463.84,0,22319.2,0.0,22319.2,2589.03,12945.15,9374.05,42.0,36000.0,False,Credit Card
TXN-2024-08-000014,28-08-2024,8,2024,South,SP-027,Ridhi Raghavan,Automotive,Car Seat Cover Set,B2C,CUST-881226,4,4461.09,0,17844.36,0.0,17844.36,2587.43,10349.72,7494.64,42.0,36000.0,False,UPI
TXN-2024-08-000015,14-08-2024,8,2024,West,SP-047,Darika Som,Home Goods,Bed Sheet Set,B2B,CUST-787655,46,1780.51,20,81903.46,16380.69,65522.77,890.25,40951.5,24571.27,37.5,56000.0,False,Bank Transfer
