transaction_id,date,month,year,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method
TXN-2023-01-000001,18-01-2023,1,2023,North,SP-005,Arjun Sehgal,Clothing,Winter Jacket,B2C,CUST-489181,1,4569.55,20,4569.55,913.91,3655.64,2193.38,2193.38,1462.26,40.0,30555.56,False,Credit Card
TXN-2023-01-000002,31-01-2023,1,2023,West,SP-048,Idika Dhawan,Clothing,Formal Trousers,B2B,CUST-816628,17,1523.38,0,25897.46,0.0,25897.46,670.29,11394.93,14502.53,56.0,51333.33,False,Bank Transfer
TXN-2023-01-000003,02-01-2023,1,2023,North,SP-014,Anay Merchant,Sports,Cricket Bat,B2B,CUST-499544,25,3513.15,5,87828.75,4391.44,83437.31,1932.23,48305.75,35131.56,42.11,30555.56,False,UPI
TXN-2023-01-000004,16-01-2023,1,2023,North,SP-006,Nisha Handa,Sports,Yoga Mat,B2C,CUST-539172,4,1229.91,5,4919.64,245.98,4673.66,590.36,2361.44,2312.22,49.47,30555.56,False,Credit Card
TXN-2023-01-000005,10-01-2023,1,2023,South,SP-021,Faras Pai,Beauty,Moisturizer 100ml,B2B,CUST-334143,43,992.7,20,42686.1,8537.22,34148.88,416.93,17927.99,16220.89,47.5,33000.0,False,Bank Transfer
TXN-2023-01-000006,13-01-2023,1,2023,South,SP-031,Garima Jhaveri,Clothing,Sports T-Shirt,B2C,CUST-995889,2,793.66,0,1587.32,0.0,1587.32,301.59,603.18,984.14,62.0,33000.0,False,Credit Card
TXN-2023-01-000007,23-01-2023,1,2023,North,SP-014,Anay Merchant,Clothing,Formal Trousers,B2C,CUST-867086,4,1520.8,0,6083.2,0.0,6083.2,669.15,2676.6,3406.6,56.0,30555.56,False,Credit Card
TXN-2023-01-000008,25-01-2023,1,2023,South,SP-031,Garima Jhaveri,Sports,Running Shoes,B2C,CUST-680580,4,3805.96,5,15223.84,761.19,14462.65,1979.1,7916.4,6546.25,45.26,33000.0,False,Credit Card
TXN-2023-01-000009,24-01-2023,1,2023,West,SP-049,Amol Atwal,Electronics,Laptop Pro X1,B2C,CUST-419368,1,64108.62,0,64108.62,0.0,64108.62,39747.34,39747.34,24361.28,38.0,51333.33,False,Cash
TXN-2023-01-000010,25-01-2023,1,2023,South,SP-030,Idika Desai,Sports,Running Shoes,B2C,CUST-491459,5,3986.3,5,19931.5,996.58,18934.92,2072.88,10364.4,8570.52,45.26,33000.0,False,UPI
TXN-2023-01-000011,27-01-2023,1,2023,South,SP-020,Yashica Swamy,Home Goods,Sofa 3-Seater,B2B,CUST-959497,49,27425.25,0,1343837.25,0.0,1343837.25,17003.65,833178.85,510658.4,38.0,33000.0,False,Bank Transfer
TXN-2023-01-000012,09-01-2023,1,2023,North,SP-018,Deepa Rao,Electronics,Wireless Earbuds,B2C,CUST-800483,2,3543.54,0,7087.08,0.0,7087.08,2055.25,4110.5,2976.58,42.0,30555.56,False,UPI
TXN-2023-01-000013,12-01-2023,1,2023,South,SP-020,Yashica Swamy,Beauty,Perfume Set,B2B,CUST-304459,23,2177.06,20,50072.38,10014.48,40057.9,914.37,21030.51,19027.39,47.5,33000.0,False,Bank Transfer
TXN-2023-01-000014,10-01-2023,1,2023,North,SP-006,Nisha Handa,Home Goods,Pressure Cooker 5L,B2C,CUST-541285,2,2267.88,0,4535.76,0.0,4535.76,1247.33,2494.66,2041.1,45.0,30555.56,False,UPI
TXN-2023-01-000015,24-01-2023,1,2023,West,SP-045,Onkar Sundaram,Electronics,,B2B,CUST-801752,22,2871.9,5,63181.8,3159.09,60022.71,1579.55,34750.1,25272.61,42.11,51333.33,False,Bank Transfer
TXN-2023-01-000016,24-01-2023,1,2023,South,SP-019,Nicholas Kulkarni,Clothing,Saree Silk,B2C,CUST-721405,1,3569.92,15,3569.92,535.49,3034.43,1535.07,1535.07,1499.36,49.41,33000.0,False,UPI
TXN-2023-01-000017,11-01-2023,1,2023,North,SP-011,Harish Dhingra,Home Goods,Dinner Set 24pc,B2C,CUST-897297,4,3294.49,0,13177.96,0.0,13177.96,1713.13,6852.52,6325.44,48.0,30555.56,False,Credit Card
TXN-2023-01-000018,19-01-2023,1,2023,North,SP-010,Zilmil Kota,Electronics,Laptop Pro X1,B2C,CUST-539087,3,67727.83,5,203183.49,10159.17,193024.32,41991.25,125973.75,67050.57,34.74,30555.56,False,Credit Card
TXN-2023-01-000019,30-01-2023,1,2023,South,SP-024,Jyoti Mangal,Clothing,Formal Shirt,B2C,CUST-873392,3,1235.35,15,3706.05,555.91,3150.14,555.91,1667.73,1482.41,47.06,33000.0,False,UPI
TXN-2023-01-000020,09-01-2023,1,2023,North,SP-008,Hitesh Anand,Electronics,,B2C,CUST-532969,5,33021.34,0,165106.7,0.0,165106.7,21463.87,107319.35,57787.35,35.0,30555.56,False,Cash
TXN-2023-01-000021,10-01-2023,1,2023,West,SP-048,Idika Dhawan,Sports,Cricket Bat,B2B,CUST-825774,40,3591.38,0,143655.2,0.0,143655.2,1975.26,79010.4,64644.8,45.0,51333.33,False,Credit Card
TXN-2023-01-000022,05-01-2023,1,2023,South,SP-020,Yashica Swamy,Home Goods,Sofa 3-Seater,B2C,CUST-962650,2,29124.68,5,58249.36,2912.47,55336.89,18057.3,36114.6,19222.29,34.74,33000.0,False,UPI
TXN-2023-01-000023,19-01-2023,1,2023,West,SP-048,Idika Dhawan,Beauty,Makeup Brush Set,B2C,CUST-508901,4,1435.8,0,5743.2,0.0,5743.2,574.32,2297.28,3445.92,60.0,51333.33,False,UPI
TXN-2023-01-000024,18-01-2023,1,2023,East,SP-036,Janani Hari,Clothing,Formal Shirt,B2B,CUST-164659,17,1199.47,0,20390.99,0.0,20390.99,539.76,9175.92,11215.07,55.0,35000.0,False,Bank Transfer
TXN-2023-01-000025,27-01-2023,1,2023,South,SP-028,Aadhya Agrawal,Sports,Fitness Band,B2B,CUST-615662,22,2611.25,10,57447.5,5744.75,51702.75,1436.19,31596.18,20106.57,38.89,33000.0,False,Bank Transfer
TXN-2023-01-000026,12-01-2023,1,2023,South,SP-027,Ridhi Raghavan,Clothing,Saree Silk,B2C,CUST-993930,3,3424.58,0,10273.74,0.0,10273.74,1472.57,4417.71,5856.03,57.0,33000.0,False,Cash
TXN-2023-01-000027,17-01-2023,1,2023,North,SP-016,Tristan Balakrishnan,Electronics,Smart Watch,B2C,CUST-570474,2,8590.54,10,17181.08,1718.11,15462.97,4982.51,9965.02,5497.95,35.56,30555.56,False,UPI
TXN-2023-01-000028,18-01-2023,1,2023,north,SP-017,Zehaan Palla,Clothing,Formal Trousers,B2C,CUST-776779,4,1557.52,10,6230.08,623.01,5607.07,685.31,2741.24,2865.83,51.11,30555.56,False,Credit Card
TXN-2023-01-000029,27-01-2023,1,2023,West,SP-049,Amol Atwal,Home Goods,Dinner Set 24pc,B2B,CUST-794029,41,3145.15,0,128951.15,0.0,128951.15,1635.48,67054.68,61896.47,48.0,51333.33,False,UPI
TXN-2023-01-000030,06-01-2023,1,2023,South,SP-030,Idika Desai,Beauty,Hair Dryer Pro,B2B,CUST-670628,41,2877.65,10,117983.65,11798.36,106185.29,1582.71,64891.11,41294.18,38.89,33000.0,False,Bank Transfer
TXN-2023-01-000031,05-01-2023,1,2023,East,SP-035,Hardik Seth,Clothing,Formal Shirt,B2B,CUST-611711,37,1156.3,0,42783.1,0.0,42783.1,520.34,19252.58,23530.52,55.0,35000.0,False,Bank Transfer
