transaction_id,date,month,year,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method
TXN-2023-08-000001,15-08-2023,8,2023,East,SP-044,Reva Bumb,Clothing,Winter Jacket,B2C,CUST-526639,5,4560.79,10,22803.95,2280.4,20523.55,2189.18,10945.9,9577.65,46.67,35000.0,False,Credit Card
TXN-2023-08-000002,25-08-2023,8,2023,South,SP-021,Faras Pai,Electronics,Smartphone Y7,B2C,CUST-795084,3,18157.45,0,54472.35,0.0,54472.35,10894.47,32683.41,21788.94,40.0,33000.0,False,Credit Card
TXN-2023-08-000003,09-08-2023,8,2023,North,SP-018,Deepa Rao,Electronics,Smartphone Y7,B2C,CUST-207495,3,18886.05,10,56658.15,5665.82,50992.33,11331.63,33994.89,16997.44,33.33,30555.56,False,Credit Card
TXN-2023-08-000004,01-08-2023,8,2023,South,SP-021,Faras Pai,Automotive,,B2C,CUST-635889,1,4473.83,0,4473.83,0.0,4473.83,2594.82,2594.82,1879.01,42.0,33000.0,False,Credit Card
TXN-2023-08-000005,09-08-2023,8,2023,East,SP-038,Ekiya Goyal,Clothing,Sports T-Shirt,B2C,CUST-582566,3,792.59,0,2377.77,0.0,2377.77,301.18,903.54,1474.23,62.0,35000.0,False,UPI
TXN-2023-08-000006,21-08-2023,8,2023,South,SP-028,Aadhya Agrawal,Electronics,Gaming Console,B2B,CUST-169370,24,46470.56,0,1115293.44,0.0,1115293.44,31599.98,758399.52,356893.92,32.0,33000.0,False,Bank Transfer
TXN-2023-08-000007,08-08-2023,8,2023,South,SP-023,Zansi Cherian,Clothing,Casual Sneakers,B2B,CUST-807105,9,2938.22,5,26443.98,1322.2,25121.78,1351.58,12164.22,12957.56,51.58,33000.0,False,Credit Card
TXN-2023-08-000008,08-08-2023,8,2023,North,SP-009,Manan Shere,Electronics,Wireless Earbuds,B2C,CUST-646121,5,3429.86,0,17149.3,0.0,-17149.3,1989.32,9946.6,-7202.7,-42.0,30555.56,True,Credit Card
TXN-2023-08-000009,15-08-2023,8,2023,East,SP-036,Janani Hari,Sports,Fitness Band,B2C,CUST-874108,2,2613.48,20,5226.96,1045.39,4181.57,1437.41,2874.82,1306.75,31.25,35000.0,False,UPI
TXN-2023-08-000010,30-08-2023,8,2023,North,SP-001,Ekta Halder,Clothing,Ethnic Kurta,B2C,CUST-575120,2,1857.35,5,3714.7,185.74,3528.96,742.94,1485.88,2043.08,57.89,30555.56,False,Bank Transfer
TXN-2023-08-000011,04-08-2023,8,2023,West,SP-048,Idika Dhawan,Clothing,,B2C,CUST-252806,3,1801.28,20,5403.84,1080.77,4323.07,720.51,2161.53,2161.54,50.0,51333.33,False,Cash
TXN-2023-08-000012,31-08-2023,8,2023,South,SP-033,Amrita Bhakta,Electronics,Smart Watch,B2B,CUST-542923,50,8104.01,10,405200.5,40520.05,364680.45,4700.33,235016.5,129663.95,35.56,33000.0,False,Credit Card
TXN-2023-08-000013,30-08-2023,8,2023,North,SP-012,Mekhala Doshi,Home Goods,Dinner Set 24pc,B2C,CUST-549566,4,3221.75,15,12887.0,1933.05,10953.95,1675.31,6701.24,4252.71,38.82,30555.56,False,Bank Transfer
TXN-2023-08-000014,15-08-2023,8,2023,North,SP-010,Zilmil Kota,Electronics,Smartphone Y7,B2C,CUST-892126,3,18862.94,0,56588.82,0.0,56588.82,11317.76,33953.28,22635.54,40.0,30555.56,False,Credit Card
TXN-2023-08-000015,28-08-2023,8,2023,South,SP-022,Ishaan Lanka,Beauty,Moisturizer 100ml,B2B,CUST-376296,16,914.21,0,14627.36,0.0,14627.36,383.97,6143.52,8483.84,58.0,33000.0,False,Bank Transfer
TXN-2023-08-000016,28-08-2023,8,2023,North,SP-011,Harish Dhingra,Home Goods,Pressure Cooker 5L,B2C,CUST-419525,5,Rs.2228.2,0,11141.0,0.0,11141.0,1225.51,6127.55,5013.45,45.0,30555.56,False,UPI
TXN-2023-08-000017,16-08-2023,8,2023,North,SP-010,Zilmil Kota,Sports,Gym Dumbbells 5kg,B2B,CUST-132913,27,1464.33,20,39536.91,7907.38,31629.53,761.45,20559.15,11070.38,35.0,30555.56,False,Bank Transfer
TXN-2023-08-000018,22-08-2023,8,2023,North,SP-003,Vihaan Mody,Electronics,Laptop Pro X1,B2C,CUST-326322,5,66114.85,0,330574.25,0.0,330574.25,40991.21,204956.05,125618.2,38.0,30555.56,False,UPI
TXN-2023-08-000019,25-08-2023,8,2023,South,SP-027,Ridhi Raghavan,Clothing,Formal Trousers,B2B,CUST-675393,8,1638.42,5,13107.36,655.37,12451.99,720.9,5767.2,6684.79,53.68,33000.0,False,Bank Transfer
TXN-2023-08-000020,03-08-2023,8,2023,West,SP-047,Darika Som,Home Goods,Air Purifier,B2C,CUST-278909,3,12303.09,5,36909.27,1845.46,35063.81,7381.85,22145.55,12918.26,36.84,51333.33,False,Bank Transfer
