transaction_id,date,month,year,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method
TXN-2022-04-000001,20-04-2022,4,2022,South,SP-029,Samarth Mani,Clothing,Winter Jacket,B2B,CUST-414227,23,4535.78,5,104322.94,5216.15,99106.79,2177.17,50074.91,49031.88,49.47,30000.0,False,UPI
TXN-2022-04-000002,13-04-2022,4,2022,South,SP-021,Faras Pai,Clothing,Sports T-Shirt,B2C,CUST-956820,1,813.99,0,813.99,0.0,813.99,309.32,309.32,504.67,62.0,30000.0,False,UPI
TXN-2022-04-000003,21-04-2022,4,2022,North,SP-010,Zilmil Kota,Home Goods,Bed Sheet Set,B2B,CUST-592692,17,1723.03,5,29291.51,1464.58,27826.93,861.51,14645.67,13181.26,47.37,27777.78,False,Bank Transfer
TXN-2022-04-000004,04-04-2022,4,2022,North,SP-013,Garima Bhasin,Clothing,Saree Silk,B2C,CUST-542488,4,3656.0,0,14624.0,0.0,14624.0,1572.08,6288.32,8335.68,57.0,27777.78,False,Cash
TXN-2022-04-000005,08-04-2022,4,2022,South,SP-032,William Bhardwaj,Automotive,Car Vacuum Cleaner,B2C,CUST-753971,3,2793.73,10,8381.19,838.12,7543.07,1452.74,4358.22,3184.85,42.22,30000.0,False,Credit Card
TXN-2022-04-000006,22-04-2022,4,2022,East,SP-034,Faraj Kara,Electronics,Bluetooth Speaker,B2C,CUST-443716,4,2694.23,15,10776.92,1616.54,9160.38,1481.83,5927.32,3233.06,35.29,31818.18,False,Credit Card
TXN-2022-04-000007,21-04-2022,4,2022,South,SP-032,William Bhardwaj,Home Goods,Sofa 3-Seater,B2C,CUST-120733,1,26971.2,10,26971.2,2697.12,24274.08,16722.14,16722.14,7551.94,31.11,30000.0,False,Bank Transfer
TXN-2022-04-000008,11-04-2022,4,2022,North,SP-003,Vihaan Mody,Clothing,Formal Trousers,B2B,CUST-280811,44,1535.22,0,67549.68,0.0,67549.68,675.5,29722.0,37827.68,56.0,27777.78,False,Bank Transfer
TXN-2022-04-000009,14-04-2022,4,2022,North,SP-010,Zilmil Kota,Electronics,Smart TV 43 inch,B2C,CUST-687582,1,32889.06,0,32889.06,0.0,32889.06,21377.89,21377.89,11511.17,35.0,27777.78,False,Credit Card
TXN-2022-04-000010,13-04-2022,4,2022,North,SP-008,Hitesh Anand,Beauty,,B2C,CUST-181547,3,1525.94,0,4577.82,0.0,4577.82,610.38,1831.14,2746.68,60.0,27777.78,False,Credit Card
