transaction_id,txn_date,month,year,yearmonth,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method,source_file,loaded_at
TXN-2022-12-000002,2022-12-29,12,2022,2022-12,North,SP-011,Harish Dhingra,Sports,Yoga Mat,B2C,CUST-412777,3,1173.1,20.0,3519.3,703.86,2815.44,563.09,1689.27,1126.17,40.0,27777.78,false,UPI,2022_12_sales.csv,2026-07-04T12:10:20.844+05:30
TXN-2022-12-000006,2022-12-29,12,2022,2022-12,South,SP-022,Ishaan Lanka,Electronics,Gaming Console,B2B,CUST-902357,28,46837.16,5.0,1311440.5,65572.02,1245868.5,31849.27,891779.56,354088.9,28.42,30000.0,false,Bank Transfer,2022_12_sales.csv,2026-07-04T12:10:20.844+05:30
TXN-2022-12-000008,2022-12-15,12,2022,2022-12,West,SP-048,Idika Dhawan,Sports,Cycling Helmet,B2C,CUST-579657,5,1752.07,5.0,8760.35,438.02,8322.33,876.03,4380.15,3942.18,47.37,46666.67,false,UPI,2022_12_sales.csv,2026-07-04T12:10:20.844+05:30
TXN-2022-12-000016,2022-12-06,12,2022,2022-12,North,SP-005,Arjun Sehgal,Home Goods,Mixer Grinder,B2B,CUST-197632,22,4551.73,15.0,100138.06,15020.71,85117.35,2640.0,58080.0,27037.35,31.76,27777.78,false,Bank Transfer,2022_12_sales.csv,2026-07-04T12:10:20.844+05:30
TXN-2022-12-000023,2022-12-02,12,2022,2022-12,West,SP-046,Yamini Buch,Home Goods,Pressure Cooker 5L,B2C,CUST-260175,5,2227.09,10.0,11135.45,1113.54,10021.91,1224.9,6124.5,3897.41,38.89,46666.67,false,Cash,2022_12_sales.csv,2026-07-04T12:10:20.844+05:30
TXN-2022-12-000024,2022-12-02,12,2022,2022-12,North,SP-001,Ekta Halder,Electronics,Wireless Earbuds,B2B,CUST-369181,46,3648.61,10.0,167836.06,16783.61,151052.45,2116.19,97344.74,53707.71,35.56,27777.78,false,Bank Transfer,2022_12_sales.csv,2026-07-04T12:10:20.844+05:30
TXN-2022-12-000028,2022-12-23,12,2022,2022-12,South,SP-019,Nicholas Kulkarni,Clothing,Denim Jeans,B2C,CUST-440965,1,2295.19,5.0,2295.19,114.76,2180.43,963.98,963.98,1216.45,55.79,30000.0,false,UPI,2022_12_sales.csv,2026-07-04T12:10:20.844+05:30
TXN-2022-12-000035,2022-12-09,12,2022,2022-12,North,SP-009,Manan Shere,Electronics,Laptop Pro X1,B2C,CUST-482145,1,64595.6,0.0,64595.6,0.0,64595.6,40049.27,40049.27,24546.33,38.0,27777.78,false,Credit Card,2022_12_sales.csv,2026-07-04T12:10:20.844+05:30
TXN-2022-12-000038,2022-12-30,12,2022,2022-12,East,SP-043,Qasim Pradhan,Sports,Gym Dumbbells 5kg,B2C,CUST-864070,5,1509.24,15.0,7546.2,1131.93,6414.27,784.8,3924.0,2490.27,38.82,31818.18,false,Credit Card,2022_12_sales.csv,2026-07-04T12:10:20.844+05:30
TXN-2022-12-000040,2022-12-30,12,2022,2022-12,East,SP-044,Reva Bumb,Home Goods,Mixer Grinder,B2C,CUST-757922,4,4710.4,5.0,18841.6,942.08,17899.52,2732.03,10928.12,6971.4,38.95,31818.18,false,UPI,2022_12_sales.csv,2026-07-04T12:10:20.844+05:30
