transaction_id,txn_date,month,year,yearmonth,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method,source_file,loaded_at
TXN-2024-01-000002,2024-01-11,1,2024,2024-01,South,SP-020,Yashica Swamy,Sports,Swimming Goggles,B2B,CUST-653489,17,975.09,0.0,16576.53,0.0,16576.53,438.79,7459.43,9117.1,55.0,36000.0,false,Bank Transfer,2024_01_sales.csv,2026-07-04T12:13:04.703+05:30
TXN-2024-01-000004,2024-01-08,1,2024,2024-01,South,SP-023,Zansi Cherian,Home Goods,Bed Sheet Set,B2B,CUST-929079,50,1818.2,5.0,90910.0,4545.5,86364.5,909.1,45455.0,40909.5,47.37,36000.0,false,Bank Transfer,2024_01_sales.csv,2026-07-04T12:13:04.703+05:30
TXN-2024-01-000008,2024-01-05,1,2024,2024-01,South,SP-026,Adweta Nayar,Electronics,Bluetooth Speaker,B2C,CUST-594497,1,2795.52,0.0,2795.52,0.0,2795.52,1537.54,1537.54,1257.98,45.0,36000.0,false,UPI,2024_01_sales.csv,2026-07-04T12:13:04.703+05:30
TXN-2024-01-000023,2024-01-10,1,2024,2024-01,East,SP-038,Ekiya Goyal,Home Goods,Bed Sheet Set,B2C,CUST-762265,3,1853.32,10.0,5559.96,556.0,5003.96,926.66,2779.98,2223.98,44.44,38181.82,false,Credit Card,2024_01_sales.csv,2026-07-04T12:13:04.703+05:30
TXN-2024-01-000029,2024-01-22,1,2024,2024-01,East,SP-035,Hardik Seth,Sports,Swimming Goggles,B2C,CUST-396230,1,962.42,0.0,962.42,0.0,962.42,433.09,433.09,529.33,55.0,38181.82,false,UPI,2024_01_sales.csv,2026-07-04T12:13:04.703+05:30
TXN-2024-01-000031,2024-01-29,1,2024,2024-01,West,SP-045,Onkar Sundaram,Clothing,Formal Trousers,B2C,CUST-180961,2,1662.09,10.0,3324.18,332.42,2991.76,731.32,1462.64,1529.12,51.11,56000.0,false,Credit Card,2024_01_sales.csv,2026-07-04T12:13:04.703+05:30
TXN-2024-01-000035,2024-01-30,1,2024,2024-01,North,SP-003,Vihaan Mody,Sports,Running Shoes,B2C,CUST-109522,3,3615.73,0.0,10847.19,0.0,10847.19,1880.18,5640.54,5206.65,48.0,33333.33,false,Credit Card,2024_01_sales.csv,2026-07-04T12:13:04.703+05:30
TXN-2024-01-000042,2024-01-29,1,2024,2024-01,South,SP-027,Ridhi Raghavan,Electronics,Wireless Earbuds,B2B,CUST-568608,10,3411.34,20.0,34113.4,6822.68,27290.72,1978.58,19785.8,7504.92,27.5,36000.0,false,Bank Transfer,2024_01_sales.csv,2026-07-04T12:13:04.703+05:30
TXN-2024-01-000045,2024-01-24,1,2024,2024-01,South,SP-019,Nicholas Kulkarni,Clothing,Formal Trousers,B2B,CUST-933802,29,1565.47,10.0,45398.63,4539.86,40858.77,688.81,19975.49,20883.28,51.11,36000.0,false,Bank Transfer,2024_01_sales.csv,2026-07-04T12:13:04.703+05:30
TXN-2024-01-000046,2024-01-18,1,2024,2024-01,North,SP-016,Tristan Balakrishnan,Electronics,Smartphone Y7,B2C,CUST-708375,1,17433.48,10.0,17433.48,1743.35,15690.13,10460.09,10460.09,5230.04,33.33,33333.33,false,Credit Card,2024_01_sales.csv,2026-07-04T12:13:04.703+05:30
TXN-2024-01-000048,2024-01-25,1,2024,2024-01,East,SP-034,Faraj Kara,Electronics,Wireless Earbuds,B2C,CUST-226489,5,3338.13,10.0,16690.65,1669.06,15021.59,1936.12,9680.6,5340.99,35.56,38181.82,false,UPI,2024_01_sales.csv,2026-07-04T12:13:04.703+05:30
TXN-2024-01-000051,2024-01-16,1,2024,2024-01,South,SP-024,Jyoti Mangal,Sports,Cricket Bat,B2B,CUST-309923,48,3631.6,0.0,174316.8,0.0,174316.8,1997.38,95874.24,78442.56,45.0,36000.0,false,Bank Transfer,2024_01_sales.csv,2026-07-04T12:13:04.703+05:30
