transaction_id,txn_date,month,year,yearmonth,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method,source_file,loaded_at
TXN-2023-09-000009,2023-09-04,9,2023,2023-09,North,SP-003,Vihaan Mody,Beauty,Electric Shaver,B2B,CUST-162337,44,3497.9,0.0,153907.6,0.0,153907.6,2028.78,89266.32,64641.28,42.0,30555.56,false,Bank Transfer,2023_09_sales.csv,2026-07-04T12:12:18.222+05:30
TXN-2023-09-000012,2023-09-12,9,2023,2023-09,West,SP-050,Pavani Sachar,Electronics,Wireless Earbuds,B2B,CUST-842748,31,3527.29,10.0,109345.99,10934.6,98411.39,2045.83,63420.73,34990.66,35.56,51333.33,false,Bank Transfer,2023_09_sales.csv,2026-07-04T12:12:18.222+05:30
TXN-2023-09-000021,2023-09-29,9,2023,2023-09,North,SP-008,Hitesh Anand,Home Goods,Air Purifier,B2C,CUST-246576,3,11534.08,0.0,34602.24,0.0,34602.24,6920.45,20761.35,13840.89,40.0,30555.56,false,UPI,2023_09_sales.csv,2026-07-04T12:12:18.222+05:30
TXN-2023-09-000028,2023-09-07,9,2023,2023-09,South,SP-025,Anjali Comar,Home Goods,Curtain Pair,B2C,CUST-777017,5,1240.35,0.0,6201.75,0.0,6201.75,595.37,2976.85,3224.9,52.0,33000.0,false,UPI,2023_09_sales.csv,2026-07-04T12:12:18.222+05:30
TXN-2023-09-000029,2023-09-20,9,2023,2023-09,North,SP-008,Hitesh Anand,Clothing,Sports T-Shirt,B2B,CUST-331971,18,813.62,5.0,14645.16,732.26,13912.9,309.18,5565.24,8347.66,60.0,30555.56,false,Bank Transfer,2023_09_sales.csv,2026-07-04T12:12:18.222+05:30
TXN-2023-09-000030,2023-09-29,9,2023,2023-09,West,SP-049,Amol Atwal,Sports,Badminton Set,B2C,CUST-387343,1,2185.24,0.0,2185.24,0.0,2185.24,1092.62,1092.62,1092.62,50.0,51333.33,false,Credit Card,2023_09_sales.csv,2026-07-04T12:12:18.222+05:30
TXN-2023-09-000035,2023-09-18,9,2023,2023-09,West,SP-049,Amol Atwal,Clothing,Saree Silk,B2C,CUST-248741,2,3674.21,10.0,7348.42,734.84,6613.58,1579.91,3159.82,3453.76,52.22,51333.33,false,Credit Card,2023_09_sales.csv,2026-07-04T12:12:18.222+05:30
TXN-2023-09-000043,2023-09-26,9,2023,2023-09,North,SP-011,Harish Dhingra,Clothing,Formal Trousers,B2C,CUST-636350,3,1634.23,20.0,4902.69,980.54,3922.15,719.06,2157.18,1764.97,45.0,30555.56,false,UPI,2023_09_sales.csv,2026-07-04T12:12:18.222+05:30
TXN-2023-09-000045,2023-09-11,9,2023,2023-09,East,SP-035,Hardik Seth,Clothing,Formal Trousers,B2B,CUST-513304,8,1528.7,10.0,12229.6,1222.96,11006.64,672.63,5381.04,5625.6,51.11,35000.0,false,Bank Transfer,2023_09_sales.csv,2026-07-04T12:12:18.222+05:30
TXN-2023-09-000049,2023-09-11,9,2023,2023-09,South,SP-033,Amrita Bhakta,Clothing,Saree Silk,B2C,CUST-425992,3,3365.92,15.0,10097.76,1514.66,8583.1,1447.35,4342.05,4241.05,49.41,33000.0,false,Cash,2023_09_sales.csv,2026-07-04T12:12:18.222+05:30
