transaction_id,txn_date,month,year,yearmonth,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method,source_file,loaded_at
TXN-2024-03-000001,2024-03-15,3,2024,2024-03,East,SP-039,Lekha Kadakia,Sports,Cricket Bat,B2C,CUST-454372,1,3368.09,0.0,3368.09,0.0,3368.09,1852.45,1852.45,1515.64,45.0,38181.82,false,Credit Card,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000005,2024-03-19,3,2024,2024-03,North,SP-013,Garima Bhasin,Electronics,Smart Watch,B2C,CUST-758140,2,8242.61,0.0,16485.22,0.0,16485.22,4780.71,9561.42,6923.8,42.0,33333.33,false,Credit Card,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000013,2024-03-29,3,2024,2024-03,North,SP-010,Zilmil Kota,Beauty,Electric Shaver,B2C,CUST-719727,1,3461.66,10.0,3461.66,346.17,3115.49,2007.76,2007.76,1107.73,35.56,33333.33,false,UPI,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000018,2024-03-11,3,2024,2024-03,West,SP-046,Yamini Buch,Beauty,Sunscreen SPF50,B2B,CUST-943453,20,620.03,5.0,12400.6,620.03,11780.57,235.61,4712.2,7068.37,60.0,56000.0,false,Bank Transfer,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000024,2024-03-14,3,2024,2024-03,North,SP-004,Divya Rajagopal,Electronics,Gaming Console,B2C,CUST-289118,3,47082.88,0.0,141248.64,0.0,141248.64,32016.36,96049.08,45199.56,32.0,33333.33,false,UPI,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000026,2024-03-29,3,2024,2024-03,South,SP-026,Adweta Nayar,Clothing,Saree Silk,B2C,CUST-490543,1,3393.02,15.0,3393.02,508.95,2884.07,1459.0,1459.0,1425.07,49.41,36000.0,false,Credit Card,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000029,2024-03-29,3,2024,2024-03,South,SP-024,Jyoti Mangal,Automotive,Jump Starter Pack,B2C,CUST-822869,2,6704.83,0.0,13409.66,0.0,13409.66,4022.9,8045.8,5363.86,40.0,36000.0,false,Credit Card,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000041,2024-03-01,3,2024,2024-03,West,SP-049,Amol Atwal,Electronics,Laptop Pro X1,B2B,CUST-943967,40,62569.93,15.0,2502797.2,375419.6,2127377.5,38793.36,1551734.4,575643.25,27.06,56000.0,false,Credit Card,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000042,2024-03-28,3,2024,2024-03,North,SP-010,Zilmil Kota,Clothing,Sports T-Shirt,B2C,CUST-700392,1,808.27,5.0,808.27,40.41,767.86,307.14,307.14,460.72,60.0,33333.33,false,UPI,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000046,2024-03-07,3,2024,2024-03,West,SP-048,Idika Dhawan,Electronics,Tablet Air,B2C,CUST-672775,2,24842.71,5.0,49685.42,2484.27,47201.15,15650.91,31301.82,15899.33,33.68,56000.0,false,Credit Card,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000048,2024-03-22,3,2024,2024-03,North,SP-010,Zilmil Kota,Clothing,Casual Sneakers,B2C,CUST-933222,2,2860.72,5.0,5721.44,286.07,5435.37,1315.93,2631.86,2803.51,51.58,33333.33,false,UPI,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000056,2024-03-21,3,2024,2024-03,West,SP-045,Onkar Sundaram,Sports,Fitness Band,B2C,CUST-820551,1,2432.03,5.0,2432.03,121.6,2310.43,1337.62,1337.62,972.81,42.11,56000.0,false,Credit Card,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000067,2024-03-18,3,2024,2024-03,North,SP-018,Deepa Rao,Home Goods,Air Purifier,B2C,CUST-372537,2,12066.84,0.0,24133.68,0.0,24133.68,7240.1,14480.2,9653.48,40.0,33333.33,false,UPI,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000075,2024-03-04,3,2024,2024-03,North,SP-017,Zehaan Palla,Home Goods,Pressure Cooker 5L,B2C,CUST-677186,1,2176.85,15.0,2176.85,326.53,1850.32,1197.27,1197.27,653.05,35.29,33333.33,false,Credit Card,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000076,2024-03-19,3,2024,2024-03,South,SP-029,Samarth Mani,Electronics,Laptop Pro X1,B2B,CUST-558635,16,64372.27,0.0,1029956.3,0.0,1029956.3,39910.81,638572.94,391383.38,38.0,36000.0,false,Bank Transfer,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000084,2024-03-14,3,2024,2024-03,South,SP-025,Anjali Comar,Home Goods,Curtain Pair,B2B,CUST-787365,38,1206.04,0.0,45829.52,0.0,45829.52,578.9,21998.2,23831.32,52.0,36000.0,false,Bank Transfer,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000087,2024-03-25,3,2024,2024-03,East,SP-034,Faraj Kara,Clothing,Denim Jeans,B2B,CUST-438858,18,2116.32,0.0,38093.76,0.0,38093.76,888.85,15999.3,22094.46,58.0,38181.82,false,Bank Transfer,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000092,2024-03-04,3,2024,2024-03,South,SP-028,Aadhya Agrawal,Electronics,Smart TV 43 inch,B2C,CUST-614688,1,30974.5,0.0,30974.5,0.0,30974.5,20133.42,20133.42,10841.08,35.0,36000.0,false,UPI,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000093,2024-03-29,3,2024,2024-03,North,SP-010,Zilmil Kota,Clothing,Formal Trousers,B2C,CUST-845865,1,1659.33,0.0,1659.33,0.0,1659.33,730.11,730.11,929.22,56.0,33333.33,false,Credit Card,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000100,2024-03-27,3,2024,2024-03,West,SP-050,Pavani Sachar,Home Goods,Sofa 3-Seater,B2B,CUST-905605,31,29207.97,0.0,905447.06,0.0,905447.06,18108.94,561377.1,344069.94,38.0,56000.0,false,Bank Transfer,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000104,2024-03-04,3,2024,2024-03,South,SP-033,Amrita Bhakta,Home Goods,Dinner Set 24pc,B2C,CUST-147530,1,3123.31,0.0,3123.31,0.0,3123.31,1624.12,1624.12,1499.19,48.0,36000.0,false,UPI,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
TXN-2024-03-000109,2024-03-27,3,2024,2024-03,West,SP-049,Amol Atwal,Clothing,Formal Shirt,B2B,CUST-663309,22,1214.8,0.0,26725.6,0.0,26725.6,546.66,12026.52,14699.08,55.0,56000.0,false,Credit Card,2024_03_sales.csv,2026-07-04T12:13:26.009+05:30
