transaction_id,txn_date,month,year,yearmonth,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method,source_file,loaded_at
TXN-2022-01-000005,2022-01-03,1,2022,2022-01,South,SP-022,Ishaan Lanka,Sports,Gym Dumbbells 5kg,B2C,CUST-895667,5,1454.95,5.0,7274.75,363.74,6911.01,756.57,3782.85,3128.16,45.26,30000.0,false,UPI,2022_01_sales.csv,2026-07-04T12:07:41.595+05:30
TXN-2022-01-000010,2022-01-05,1,2022,2022-01,South,SP-033,Amrita Bhakta,Beauty,Electric Shaver,B2B,CUST-148050,41,3355.97,0.0,137594.77,0.0,137594.77,1946.46,79804.86,57789.91,42.0,30000.0,false,Cash,2022_01_sales.csv,2026-07-04T12:07:41.595+05:30
TXN-2022-01-000011,2022-01-12,1,2022,2022-01,South,SP-029,Samarth Mani,Electronics,Smartphone Y7,B2C,CUST-205907,3,18591.73,0.0,55775.19,0.0,55775.19,11155.04,33465.12,22310.07,40.0,30000.0,false,Credit Card,2022_01_sales.csv,2026-07-04T12:07:41.595+05:30
TXN-2022-01-000012,2022-01-18,1,2022,2022-01,North,SP-013,Garima Bhasin,Sports,Fitness Band,B2C,CUST-270555,4,2393.64,10.0,9574.56,957.46,8617.1,1316.5,5266.0,3351.1,38.89,27777.78,false,UPI,2022_01_sales.csv,2026-07-04T12:07:41.595+05:30
TXN-2022-01-000025,2022-01-25,1,2022,2022-01,North,SP-001,Ekta Halder,Electronics,Bluetooth Speaker,B2C,CUST-211579,5,2830.68,0.0,14153.4,0.0,14153.4,1556.87,7784.35,6369.05,45.0,27777.78,false,UPI,2022_01_sales.csv,2026-07-04T12:07:41.595+05:30
TXN-2022-01-000026,2022-01-07,1,2022,2022-01,West,SP-050,Pavani Sachar,Electronics,Bluetooth Speaker,B2C,CUST-492077,5,2700.57,20.0,13502.85,2700.57,10802.28,1485.31,7426.55,3375.73,31.25,46666.67,false,UPI,2022_01_sales.csv,2026-07-04T12:07:41.595+05:30
TXN-2022-01-000035,2022-01-04,1,2022,2022-01,South,SP-029,Samarth Mani,Electronics,Laptop Pro X1,B2C,CUST-446479,2,62409.57,0.0,124819.14,0.0,124819.14,38693.93,77387.86,47431.28,38.0,30000.0,false,UPI,2022_01_sales.csv,2026-07-04T12:07:41.595+05:30
TXN-2022-01-000042,2022-01-26,1,2022,2022-01,South,SP-031,Garima Jhaveri,Beauty,Hair Dryer Pro,B2C,CUST-976638,1,2929.81,0.0,2929.81,0.0,2929.81,1611.4,1611.4,1318.41,45.0,30000.0,false,UPI,2022_01_sales.csv,2026-07-04T12:07:41.595+05:30
TXN-2022-01-000050,2022-01-28,1,2022,2022-01,North,SP-004,Divya Rajagopal,Clothing,Sports T-Shirt,B2B,CUST-185965,42,821.6,5.0,34507.2,1725.36,32781.84,312.21,13112.82,19669.02,60.0,27777.78,false,UPI,2022_01_sales.csv,2026-07-04T12:07:41.595+05:30
TXN-2022-01-000052,2022-01-14,1,2022,2022-01,South,SP-023,Zansi Cherian,Clothing,Casual Sneakers,B2B,CUST-579434,13,2882.65,5.0,37474.45,1873.72,35600.73,1326.02,17238.26,18362.47,51.58,30000.0,false,UPI,2022_01_sales.csv,2026-07-04T12:07:41.595+05:30
