transaction_id,txn_date,month,year,yearmonth,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method,source_file,loaded_at
TXN-2024-07-000003,2024-07-10,7,2024,2024-07,West,SP-045,Onkar Sundaram,Electronics,Smartphone Y7,B2C,CUST-205048,3,18318.69,0.0,54956.07,0.0,54956.07,10991.21,32973.63,21982.44,40.0,56000.0,false,Credit Card,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000005,2024-07-26,7,2024,2024-07,South,SP-025,Anjali Comar,Clothing,Ethnic Kurta,B2C,CUST-210483,1,1714.81,10.0,1714.81,171.48,1543.33,685.92,685.92,857.41,55.56,36000.0,false,Cash,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000025,2024-07-19,7,2024,2024-07,North,SP-007,Pallavi Chakrabarti,Sports,Gym Dumbbells 5kg,B2C,CUST-204816,1,1463.21,0.0,1463.21,0.0,1463.21,760.87,760.87,702.34,48.0,33333.33,false,Credit Card,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000026,2024-07-03,7,2024,2024-07,East,SP-040,Bhavna Bawa,Clothing,Sports T-Shirt,B2C,CUST-128921,2,802.18,15.0,1604.36,240.65,1363.71,304.83,609.66,754.05,55.29,38181.82,false,UPI,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000029,2024-07-17,7,2024,2024-07,South,SP-026,Adweta Nayar,Electronics,Gaming Console,B2C,CUST-522572,4,46238.58,10.0,184954.31,18495.43,166458.89,31442.23,125768.92,40689.97,24.44,36000.0,false,Credit Card,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000031,2024-07-30,7,2024,2024-07,North,SP-014,Anay Merchant,Home Goods,Air Purifier,B2C,CUST-497758,1,12354.61,0.0,12354.61,0.0,12354.61,7412.77,7412.77,4941.84,40.0,33333.33,false,Credit Card,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000032,2024-07-08,7,2024,2024-07,South,SP-033,Amrita Bhakta,Clothing,Formal Shirt,B2B,CUST-894521,8,1187.46,0.0,9499.68,0.0,9499.68,534.36,4274.88,5224.8,55.0,36000.0,false,Bank Transfer,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000038,2024-07-25,7,2024,2024-07,North,SP-013,Garima Bhasin,Home Goods,Curtain Pair,B2C,CUST-617095,1,1160.21,10.0,1160.21,116.02,1044.19,556.9,556.9,487.29,46.67,33333.33,false,Credit Card,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000039,2024-07-26,7,2024,2024-07,South,SP-023,Zansi Cherian,Clothing,Sports T-Shirt,B2C,CUST-814819,4,809.87,15.0,3239.48,485.92,2753.56,307.75,1231.0,1522.56,55.29,36000.0,false,UPI,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000048,2024-07-15,7,2024,2024-07,East,SP-042,Neel Chandra,Electronics,Bluetooth Speaker,B2C,CUST-626473,3,2825.84,0.0,8477.52,0.0,8477.52,1554.21,4662.63,3814.89,45.0,38181.82,false,Credit Card,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000054,2024-07-12,7,2024,2024-07,West,SP-048,Idika Dhawan,Clothing,Casual Sneakers,B2B,CUST-730612,8,2939.92,10.0,23519.36,2351.94,21167.42,1352.36,10818.88,10348.54,48.89,56000.0,false,Bank Transfer,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000060,2024-07-23,7,2024,2024-07,East,SP-037,Tanveer Varma,Sports,Running Shoes,B2C,CUST-185603,3,3711.76,5.0,11135.28,556.76,10578.52,1930.12,5790.36,4788.16,45.26,38181.82,false,Credit Card,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000061,2024-07-18,7,2024,2024-07,South,SP-029,Samarth Mani,Home Goods,Mixer Grinder,B2C,CUST-759806,2,4508.97,0.0,9017.94,0.0,9017.94,2615.2,5230.4,3787.54,42.0,36000.0,false,Credit Card,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000068,2024-07-12,7,2024,2024-07,South,SP-023,Zansi Cherian,Electronics,Tablet Air,B2B,CUST-221304,48,24400.95,10.0,1171245.6,117124.56,1054121.0,15372.6,737884.8,316236.25,30.0,36000.0,false,Credit Card,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000069,2024-07-03,7,2024,2024-07,West,SP-046,Yamini Buch,Sports,Fitness Band,B2C,CUST-384017,2,2567.37,0.0,5134.74,0.0,5134.74,1412.05,2824.1,2310.64,45.0,56000.0,false,UPI,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000070,2024-07-12,7,2024,2024-07,East,SP-035,Hardik Seth,Clothing,Formal Shirt,B2B,CUST-993623,25,1241.89,0.0,31047.25,0.0,31047.25,558.85,13971.25,17076.0,55.0,38181.82,false,Credit Card,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000075,2024-07-04,7,2024,2024-07,South,SP-026,Adweta Nayar,Home Goods,Pressure Cooker 5L,B2C,CUST-254664,1,2212.35,0.0,2212.35,0.0,2212.35,1216.79,1216.79,995.56,45.0,36000.0,false,UPI,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000082,2024-07-19,7,2024,2024-07,North,SP-010,Zilmil Kota,Electronics,Bluetooth Speaker,B2B,CUST-479600,24,2773.66,20.0,66567.84,13313.57,53254.27,1525.51,36612.24,16642.03,31.25,33333.33,false,Bank Transfer,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000090,2024-07-09,7,2024,2024-07,South,SP-022,Ishaan Lanka,Clothing,Denim Jeans,B2C,CUST-532952,2,2211.23,15.0,4422.46,663.37,3759.09,928.72,1857.44,1901.65,50.59,36000.0,false,Bank Transfer,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
TXN-2024-07-000092,2024-07-24,7,2024,2024-07,South,SP-026,Adweta Nayar,Home Goods,Pressure Cooker 5L,B2B,CUST-538917,41,2212.93,15.0,90730.13,13609.52,77120.61,1217.11,49901.51,27219.1,35.29,36000.0,false,Bank Transfer,2024_07_sales.csv,2026-07-04T12:14:10.150+05:30
