transaction_id,txn_date,month,year,yearmonth,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method,source_file,loaded_at
TXN-2024-08-000005,2024-08-30,8,2024,2024-08,North,SP-006,Nisha Handa,Clothing,Denim Jeans,B2C,CUST-450947,1,2110.7,0.0,2110.7,0.0,2110.7,886.49,886.49,1224.21,58.0,33333.33,false,Bank Transfer,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000007,2024-08-21,8,2024,2024-08,North,SP-002,Samar Bains,Home Goods,Curtain Pair,B2B,CUST-472746,31,1181.71,10.0,36633.01,3663.3,32969.71,567.22,17583.82,15385.89,46.67,33333.33,false,Bank Transfer,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000008,2024-08-19,8,2024,2024-08,South,SP-019,Nicholas Kulkarni,Beauty,Hair Dryer Pro,B2B,CUST-413880,48,2663.76,10.0,127860.48,12786.05,115074.43,1465.07,70323.36,44751.07,38.89,36000.0,false,Credit Card,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000009,2024-08-26,8,2024,2024-08,South,SP-028,Aadhya Agrawal,Clothing,Denim Jeans,B2C,CUST-190588,2,2304.61,0.0,4609.22,0.0,4609.22,967.94,1935.88,2673.34,58.0,36000.0,false,Cash,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000011,2024-08-07,8,2024,2024-08,South,SP-033,Amrita Bhakta,Beauty,Sunscreen SPF50,B2C,CUST-191162,1,627.47,15.0,627.47,94.12,533.35,238.44,238.44,294.91,55.29,36000.0,false,Credit Card,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000025,2024-08-07,8,2024,2024-08,North,SP-002,Samar Bains,Home Goods,Pressure Cooker 5L,B2C,CUST-117735,3,2118.78,10.0,6356.34,635.63,5720.71,1165.33,3495.99,2224.72,38.89,33333.33,false,Credit Card,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000026,2024-08-07,8,2024,2024-08,North,SP-005,Arjun Sehgal,Electronics,Smart Watch,B2C,CUST-741029,5,8108.48,0.0,40542.4,0.0,40542.4,4702.92,23514.6,17027.8,42.0,33333.33,false,UPI,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000029,2024-08-08,8,2024,2024-08,North,SP-018,Deepa Rao,Electronics,Smart Watch,B2C,CUST-573256,5,8814.58,5.0,44072.9,2203.64,41869.26,5112.46,25562.3,16306.96,38.95,33333.33,false,UPI,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000034,2024-08-09,8,2024,2024-08,South,SP-025,Anjali Comar,Home Goods,Curtain Pair,B2B,CUST-328347,19,1160.37,5.0,22047.03,1102.35,20944.68,556.98,10582.62,10362.06,49.47,36000.0,false,Bank Transfer,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000035,2024-08-08,8,2024,2024-08,South,SP-023,Zansi Cherian,Sports,Badminton Set,B2B,CUST-706668,9,2218.88,0.0,19969.92,0.0,19969.92,1109.44,9984.96,9984.96,50.0,36000.0,false,Bank Transfer,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000039,2024-08-14,8,2024,2024-08,East,SP-039,Lekha Kadakia,Home Goods,Wall Clock,B2C,CUST-916739,5,868.7,0.0,4343.5,0.0,4343.5,390.92,1954.6,2388.9,55.0,38181.82,false,UPI,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000041,2024-08-05,8,2024,2024-08,South,SP-024,Jyoti Mangal,Sports,Fitness Band,B2B,CUST-256456,34,2468.52,0.0,83929.68,0.0,83929.68,1357.69,46161.46,37768.22,45.0,36000.0,false,Bank Transfer,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000043,2024-08-01,8,2024,2024-08,East,SP-036,Janani Hari,Beauty,Makeup Brush Set,B2C,CUST-511730,5,1499.1,10.0,7495.5,749.55,6745.95,599.64,2998.2,3747.75,55.56,38181.82,false,Credit Card,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000057,2024-08-16,8,2024,2024-08,North,SP-009,Manan Shere,Home Goods,Pressure Cooker 5L,B2B,CUST-775312,17,2092.22,5.0,35567.74,1778.39,33789.35,1150.72,19562.24,14227.11,42.11,33333.33,false,Bank Transfer,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000058,2024-08-27,8,2024,2024-08,South,SP-026,Adweta Nayar,Electronics,Tablet Air,B2C,CUST-226137,1,24033.15,15.0,24033.15,3604.97,20428.18,15140.88,15140.88,5287.3,25.88,36000.0,false,UPI,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000061,2024-08-06,8,2024,2024-08,South,SP-033,Amrita Bhakta,Clothing,Winter Jacket,B2C,CUST-482806,1,4428.56,0.0,4428.56,0.0,4428.56,2125.71,2125.71,2302.85,52.0,36000.0,false,Credit Card,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000068,2024-08-26,8,2024,2024-08,East,SP-043,Qasim Pradhan,Sports,Cricket Bat,B2C,CUST-873132,1,3423.06,0.0,3423.06,0.0,3423.06,1882.68,1882.68,1540.38,45.0,38181.82,false,Credit Card,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000071,2024-08-02,8,2024,2024-08,West,SP-047,Darika Som,Clothing,Formal Shirt,B2C,CUST-715125,3,1154.28,10.0,3462.84,346.28,3116.56,519.43,1558.29,1558.27,50.0,56000.0,false,Cash,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000078,2024-08-28,8,2024,2024-08,North,SP-004,Divya Rajagopal,Clothing,Formal Shirt,B2C,CUST-246924,2,1238.51,10.0,2477.02,247.7,2229.32,557.33,1114.66,1114.66,50.0,33333.33,false,UPI,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
TXN-2024-08-000082,2024-08-23,8,2024,2024-08,West,SP-045,Onkar Sundaram,Electronics,Smartphone Y7,B2C,CUST-277425,5,18465.25,10.0,92326.25,9232.62,83093.63,11079.15,55395.75,27697.88,33.33,56000.0,false,Cash,2024_08_sales.csv,2026-07-04T12:14:20.737+05:30
