transaction_id,txn_date,month,year,yearmonth,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method,source_file,loaded_at
TXN-2022-04-000011,2022-04-18,4,2022,2022-04,South,SP-031,Garima Jhaveri,Electronics,Gaming Console,B2C,CUST-549210,2,43930.93,10.0,87861.86,8786.19,79075.67,29873.03,59746.06,19329.61,24.44,30000.0,false,UPI,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000014,2022-04-12,4,2022,2022-04,North,SP-012,Mekhala Doshi,Clothing,Winter Jacket,B2B,CUST-496886,39,4523.66,5.0,176422.73,8821.14,167601.6,2171.36,84683.04,82918.56,49.47,27777.78,false,Credit Card,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000027,2022-04-25,4,2022,2022-04,North,SP-010,Zilmil Kota,Home Goods,Bed Sheet Set,B2B,CUST-882808,38,1769.0,5.0,67222.0,3361.1,63860.9,884.5,33611.0,30249.9,47.37,27777.78,false,Bank Transfer,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000033,2022-04-29,4,2022,2022-04,South,SP-022,Ishaan Lanka,Beauty,Sunscreen SPF50,B2C,CUST-561406,1,641.25,10.0,641.25,64.12,577.13,243.68,243.68,333.45,57.78,30000.0,false,UPI,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000039,2022-04-08,4,2022,2022-04,North,SP-014,Anay Merchant,Home Goods,Air Purifier,B2B,CUST-830202,24,11882.77,5.0,285186.47,14259.32,270927.16,7129.66,171111.84,99815.32,36.84,27777.78,false,Bank Transfer,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000041,2022-04-29,4,2022,2022-04,South,SP-029,Samarth Mani,Clothing,Saree Silk,B2C,CUST-417386,1,3456.01,20.0,3456.01,691.2,2764.81,1486.08,1486.08,1278.73,46.25,30000.0,false,UPI,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000044,2022-04-08,4,2022,2022-04,North,SP-015,Vidhi Thaman,Sports,Cricket Bat,B2B,CUST-979688,31,3584.4,5.0,111116.4,5555.82,105560.58,1971.42,61114.02,44446.56,42.11,27777.78,false,Bank Transfer,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000045,2022-04-27,4,2022,2022-04,East,SP-034,Faraj Kara,Sports,Yoga Mat,B2C,CUST-809011,4,1151.37,10.0,4605.48,460.55,4144.93,552.66,2210.64,1934.29,46.67,31818.18,false,Credit Card,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000048,2022-04-15,4,2022,2022-04,North,SP-016,Tristan Balakrishnan,Home Goods,Bed Sheet Set,B2C,CUST-906841,5,1748.52,5.0,8742.6,437.13,8305.47,874.26,4371.3,3934.17,47.37,27777.78,false,Credit Card,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000051,2022-04-27,4,2022,2022-04,East,SP-038,Ekiya Goyal,Clothing,Ethnic Kurta,B2B,CUST-661577,6,1883.14,5.0,11298.84,564.94,10733.9,753.26,4519.56,6214.34,57.89,31818.18,false,Cash,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000057,2022-04-05,4,2022,2022-04,East,SP-038,Ekiya Goyal,Home Goods,Air Purifier,B2C,CUST-588540,1,12000.27,5.0,12000.27,600.01,11400.26,7200.16,7200.16,4200.1,36.84,31818.18,false,Credit Card,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000064,2022-04-04,4,2022,2022-04,South,SP-025,Anjali Comar,Automotive,Steering Wheel Cover,B2C,CUST-313476,1,1152.1,0.0,1152.1,0.0,1152.1,553.01,553.01,599.09,52.0,30000.0,false,Credit Card,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000069,2022-04-29,4,2022,2022-04,East,SP-036,Janani Hari,Sports,Cycling Helmet,B2B,CUST-589608,41,1756.41,5.0,72012.81,3600.64,68412.17,878.21,36006.61,32405.56,47.37,31818.18,false,UPI,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000079,2022-04-07,4,2022,2022-04,South,SP-025,Anjali Comar,Clothing,Formal Shirt,B2B,CUST-333653,42,1204.28,10.0,50579.76,5057.98,45521.78,541.93,22761.06,22760.72,50.0,30000.0,false,Bank Transfer,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000082,2022-04-14,4,2022,2022-04,East,SP-043,Qasim Pradhan,Electronics,Smart Watch,B2C,CUST-354052,4,8118.33,15.0,32473.32,4871.0,-27602.32,4708.63,18834.52,-8767.8,-31.76,31818.18,true,Credit Card,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000099,2022-04-13,4,2022,2022-04,East,SP-038,Ekiya Goyal,Electronics,Smart TV 43 inch,B2C,CUST-737543,1,33170.26,0.0,33170.26,0.0,33170.26,21560.67,21560.67,11609.59,35.0,31818.18,false,Credit Card,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000112,2022-04-27,4,2022,2022-04,North,SP-009,Manan Shere,Sports,Swimming Goggles,B2C,CUST-967469,2,957.55,0.0,1915.1,0.0,1915.1,430.9,861.8,1053.3,55.0,27777.78,false,Credit Card,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000113,2022-04-18,4,2022,2022-04,West,SP-049,Amol Atwal,Sports,Cricket Bat,B2B,CUST-521840,46,3580.02,10.0,164680.92,16468.09,148212.83,1969.01,90574.46,57638.37,38.89,46666.67,false,Cash,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000120,2022-04-22,4,2022,2022-04,West,SP-048,Idika Dhawan,Sports,Yoga Mat,B2C,CUST-619955,1,1211.17,20.0,1211.17,242.23,968.94,581.36,581.36,387.58,40.0,46666.67,false,Credit Card,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000121,2022-04-18,4,2022,2022-04,South,SP-022,Ishaan Lanka,Beauty,Perfume Set,B2B,CUST-165126,9,2141.52,5.0,19273.68,963.68,18310.0,899.44,8094.96,10215.04,55.79,30000.0,false,UPI,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000123,2022-04-27,4,2022,2022-04,North,SP-005,Arjun Sehgal,Home Goods,Sofa 3-Seater,B2C,CUST-726650,5,28637.48,0.0,143187.4,0.0,143187.4,17755.24,88776.2,54411.2,38.0,27777.78,false,Credit Card,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000138,2022-04-14,4,2022,2022-04,North,SP-008,Hitesh Anand,Electronics,Laptop Pro X1,B2B,CUST-222924,50,62769.08,0.0,3138454.0,0.0,3138454.0,38916.83,1945841.5,1192612.5,38.0,27777.78,false,Bank Transfer,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000139,2022-04-12,4,2022,2022-04,South,SP-027,Ridhi Raghavan,Sports,Fitness Band,B2C,CUST-733556,1,2528.03,5.0,2528.03,126.4,2401.63,1390.42,1390.42,1011.21,42.11,30000.0,false,UPI,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000142,2022-04-13,4,2022,2022-04,South,SP-027,Ridhi Raghavan,Clothing,Saree Silk,B2C,CUST-758864,5,3411.99,0.0,17059.95,0.0,17059.95,1467.16,7335.8,9724.15,57.0,30000.0,false,UPI,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000146,2022-04-20,4,2022,2022-04,South,SP-032,William Bhardwaj,Automotive,Car Vacuum Cleaner,B2C,CUST-238570,2,2688.1,20.0,5376.2,1075.24,4300.96,1397.81,2795.62,1505.34,35.0,30000.0,false,UPI,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000153,2022-04-08,4,2022,2022-04,South,SP-023,Zansi Cherian,Home Goods,Sofa 3-Seater,B2B,CUST-939219,40,26809.08,0.0,1072363.2,0.0,1072363.2,16621.63,664865.2,407498.0,38.0,30000.0,false,Bank Transfer,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000156,2022-04-22,4,2022,2022-04,North,SP-001,Ekta Halder,Clothing,Saree Silk,B2B,CUST-811060,19,3610.67,0.0,68602.73,0.0,68602.73,1552.59,29499.21,39103.52,57.0,27777.78,false,Bank Transfer,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000157,2022-04-18,4,2022,2022-04,South,SP-019,Nicholas Kulkarni,Home Goods,Wall Clock,B2B,CUST-845713,35,868.18,5.0,30386.3,1519.32,28866.98,390.68,13673.8,15193.18,52.63,30000.0,false,Credit Card,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000158,2022-04-04,4,2022,2022-04,East,SP-038,Ekiya Goyal,Sports,Fitness Band,B2B,CUST-657656,35,2445.33,0.0,85586.55,0.0,85586.55,1344.93,47072.55,38514.0,45.0,31818.18,false,Credit Card,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000163,2022-04-07,4,2022,2022-04,North,SP-001,Ekta Halder,Home Goods,Sofa 3-Seater,B2C,CUST-885425,2,27738.44,10.0,55476.88,5547.69,49929.19,17197.83,34395.66,15533.53,31.11,27777.78,false,UPI,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000180,2022-04-26,4,2022,2022-04,South,SP-027,Ridhi Raghavan,Clothing,Formal Shirt,B2C,CUST-724157,5,1226.62,10.0,6133.1,613.31,5519.79,551.98,2759.9,2759.89,50.0,30000.0,false,UPI,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000181,2022-04-14,4,2022,2022-04,West,SP-048,Idika Dhawan,Clothing,Saree Silk,B2C,CUST-979721,3,3490.97,0.0,10472.91,0.0,10472.91,1501.12,4503.36,5969.55,57.0,46666.67,false,Cash,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000183,2022-04-28,4,2022,2022-04,East,SP-043,Qasim Pradhan,Home Goods,Sofa 3-Seater,B2C,CUST-619088,2,28175.03,5.0,56350.06,2817.5,53532.56,17468.52,34937.04,18595.52,34.74,31818.18,false,UPI,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000189,2022-04-29,4,2022,2022-04,North,SP-007,Pallavi Chakrabarti,Electronics,Laptop Pro X1,B2C,CUST-194546,1,65131.88,0.0,65131.88,0.0,65131.88,40381.77,40381.77,24750.11,38.0,27777.78,false,UPI,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000190,2022-04-04,4,2022,2022-04,South,SP-025,Anjali Comar,Sports,Gym Dumbbells 5kg,B2B,CUST-463710,11,1552.71,5.0,17079.81,853.99,16225.82,807.41,8881.51,7344.31,45.26,30000.0,false,Bank Transfer,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000191,2022-04-07,4,2022,2022-04,South,SP-027,Ridhi Raghavan,Beauty,Makeup Brush Set,B2B,CUST-287949,41,1560.45,0.0,63978.45,0.0,63978.45,624.18,25591.38,38387.07,60.0,30000.0,false,Credit Card,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000196,2022-04-14,4,2022,2022-04,North,SP-003,Vihaan Mody,Clothing,Casual Sneakers,B2B,CUST-988786,32,2785.54,0.0,89137.28,0.0,89137.28,1281.35,41003.2,48134.08,54.0,27777.78,false,Bank Transfer,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
TXN-2022-04-000206,2022-04-08,4,2022,2022-04,South,SP-028,Aadhya Agrawal,Electronics,Smart Watch,B2B,CUST-687906,23,8302.97,15.0,190968.31,28645.25,162323.06,4815.72,110761.56,51561.5,31.76,30000.0,false,Bank Transfer,2022_04_sales.csv,2026-07-04T12:08:35.483+05:30
