transaction_id,txn_date,month,year,yearmonth,region,salesperson_id,salesperson_name,product_category,product_name,customer_segment,customer_id,units_sold,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost_per_unit,total_cost,gross_profit,profit_margin_pct,monthly_target,return_flag,payment_method,source_file,loaded_at
TXN-2024-09-000004,2024-09-19,9,2024,2024-09,North,SP-011,Harish Dhingra,Electronics,Wireless Earbuds,B2B,CUST-530445,14,3403.41,0.0,47647.74,0.0,47647.74,1973.98,27635.72,20012.02,42.0,33333.33,false,Bank Transfer,2024_09_sales.csv,2026-07-04T12:14:31.899+05:30
TXN-2024-09-000006,2024-09-11,9,2024,2024-09,South,SP-023,Zansi Cherian,Automotive,Steering Wheel Cover,B2B,CUST-233500,23,1245.29,0.0,28641.67,0.0,28641.67,597.74,13748.02,14893.65,52.0,36000.0,false,UPI,2024_09_sales.csv,2026-07-04T12:14:31.899+05:30
TXN-2024-09-000011,2024-09-26,9,2024,2024-09,North,SP-005,Arjun Sehgal,Clothing,Ethnic Kurta,B2C,CUST-378242,3,1816.03,0.0,5448.09,0.0,5448.09,726.41,2179.23,3268.86,60.0,33333.33,false,Credit Card,2024_09_sales.csv,2026-07-04T12:14:31.899+05:30
TXN-2024-09-000013,2024-09-23,9,2024,2024-09,South,SP-025,Anjali Comar,Sports,Cricket Bat,B2C,CUST-110918,2,3550.35,10.0,7100.7,710.07,6390.63,1952.69,3905.38,2485.25,38.89,36000.0,false,UPI,2024_09_sales.csv,2026-07-04T12:14:31.899+05:30
TXN-2024-09-000014,2024-09-26,9,2024,2024-09,South,SP-025,Anjali Comar,Electronics,Laptop Pro X1,B2C,CUST-903344,3,67369.95,0.0,202109.84,0.0,202109.84,41769.37,125308.11,76801.74,38.0,36000.0,false,Bank Transfer,2024_09_sales.csv,2026-07-04T12:14:31.899+05:30
TXN-2024-09-000030,2024-09-19,9,2024,2024-09,North,SP-011,Harish Dhingra,Electronics,Gaming Console,B2B,CUST-976465,45,42967.74,0.0,1933548.2,0.0,1933548.2,29218.06,1314812.8,618735.6,32.0,33333.33,false,Credit Card,2024_09_sales.csv,2026-07-04T12:14:31.899+05:30
TXN-2024-09-000045,2024-09-19,9,2024,2024-09,North,SP-018,Deepa Rao,Electronics,Smart TV 43 inch,B2C,CUST-248656,5,32915.8,0.0,164579.0,0.0,164579.0,21395.27,106976.35,57602.65,35.0,33333.33,false,Cash,2024_09_sales.csv,2026-07-04T12:14:31.899+05:30
TXN-2024-09-000046,2024-09-26,9,2024,2024-09,South,SP-021,Faras Pai,Electronics,Gaming Console,B2C,CUST-613930,2,43536.64,10.0,87073.28,8707.33,78365.95,29604.92,59209.84,19156.11,24.44,36000.0,false,UPI,2024_09_sales.csv,2026-07-04T12:14:31.899+05:30
TXN-2024-09-000052,2024-09-26,9,2024,2024-09,East,SP-044,Reva Bumb,Electronics,Smart TV 43 inch,B2B,CUST-328773,32,33142.25,10.0,1060552.0,106055.2,954496.8,21542.46,689358.75,265138.1,27.78,38181.82,false,Cash,2024_09_sales.csv,2026-07-04T12:14:31.899+05:30
TXN-2024-09-000058,2024-09-03,9,2024,2024-09,North,SP-002,Samar Bains,Sports,Running Shoes,B2C,CUST-214189,4,3850.5,10.0,15402.0,1540.2,13861.8,2002.26,8009.04,5852.76,42.22,33333.33,false,Credit Card,2024_09_sales.csv,2026-07-04T12:14:31.899+05:30
